Chr,Start,End,Strand,ID
Pf3D7_08_v3,164602,164982,-,Pf3D7lncRNA_0791
Pf3D7_08_v3,189496,191158,-,Pf3D7lncRNA_0792
Pf3D7_08_v3,203714,204919,+,Pf3D7lncRNA_0793
Pf3D7_08_v3,210341,211130,-,Pf3D7lncRNA_0794
Pf3D7_08_v3,221525,223055,-,Pf3D7lncRNA_0795
Pf3D7_08_v3,229725,230786,-,Pf3D7lncRNA_0796
Pf3D7_08_v3,235214,236582,+,Pf3D7lncRNA_0797
Pf3D7_08_v3,235502,237180,-,Pf3D7lncRNA_0798
Pf3D7_08_v3,247924,248463,-,Pf3D7lncRNA_0799
Pf3D7_08_v3,282696,284303,+,Pf3D7lncRNA_0800
Pf3D7_08_v3,297937,298963,+,Pf3D7lncRNA_0801
Pf3D7_08_v3,305118,306485,+,Pf3D7lncRNA_0802
Pf3D7_08_v3,309951,311039,-,Pf3D7lncRNA_0803
Pf3D7_08_v3,322495,322853,+,Pf3D7lncRNA_0804
Pf3D7_08_v3,348503,349035,+,Pf3D7lncRNA_0805
Pf3D7_08_v3,361899,362434,-,Pf3D7lncRNA_0806
Pf3D7_08_v3,367684,369472,+,Pf3D7lncRNA_0807
Pf3D7_08_v3,383147,383672,-,Pf3D7lncRNA_0808
Pf3D7_08_v3,384972,386352,-,Pf3D7lncRNA_0809
Pf3D7_08_v3,395082,396592,+,Pf3D7lncRNA_0810
Pf3D7_08_v3,402195,402487,-,Pf3D7lncRNA_0811
Pf3D7_08_v3,408762,409430,-,Pf3D7lncRNA_0812
Pf3D7_08_v3,416139,417502,+,Pf3D7lncRNA_0813
Pf3D7_08_v3,436748,437170,-,Pf3D7lncRNA_0814
Pf3D7_08_v3,445812,446376,-,Pf3D7lncRNA_0815
Pf3D7_08_v3,458662,459335,-,Pf3D7lncRNA_0816
Pf3D7_08_v3,463511,465134,-,Pf3D7lncRNA_0817
Pf3D7_08_v3,465101,467385,+,Pf3D7lncRNA_0818
Pf3D7_08_v3,466048,466975,-,Pf3D7lncRNA_0819
Pf3D7_08_v3,467858,468897,+,Pf3D7lncRNA_0820
Pf3D7_08_v3,472601,474219,+,Pf3D7lncRNA_0821
Pf3D7_08_v3,499210,502372,+,Pf3D7lncRNA_0822
Pf3D7_08_v3,506251,507784,+,Pf3D7lncRNA_0823
Pf3D7_08_v3,514976,515931,-,Pf3D7lncRNA_0824
Pf3D7_08_v3,515512,516053,+,Pf3D7lncRNA_0825
Pf3D7_08_v3,517956,518861,+,Pf3D7lncRNA_0826
Pf3D7_08_v3,519057,519969,+,Pf3D7lncRNA_0827
Pf3D7_08_v3,528327,530124,+,Pf3D7lncRNA_0828
Pf3D7_08_v3,530166,532153,-,Pf3D7lncRNA_0829
Pf3D7_08_v3,530421,530726,+,Pf3D7lncRNA_0830
Pf3D7_08_v3,534556,535516,+,Pf3D7lncRNA_0831
Pf3D7_08_v3,536507,537410,+,Pf3D7lncRNA_0832
Pf3D7_08_v3,538865,539121,-,Pf3D7lncRNA_0833
Pf3D7_08_v3,564700,565809,-,Pf3D7lncRNA_0834
Pf3D7_08_v3,573415,574965,-,Pf3D7lncRNA_0835
Pf3D7_08_v3,577894,578854,-,Pf3D7lncRNA_0836
Pf3D7_08_v3,603618,604394,-,Pf3D7lncRNA_0837
Pf3D7_08_v3,615774,616520,+,Pf3D7lncRNA_0838
Pf3D7_08_v3,625003,625251,+,Pf3D7lncRNA_0839
Pf3D7_08_v3,629806,630806,+,Pf3D7lncRNA_0840
Pf3D7_08_v3,636464,637720,+,Pf3D7lncRNA_0841
Pf3D7_08_v3,650793,651282,+,Pf3D7lncRNA_0842
Pf3D7_08_v3,654557,655063,-,Pf3D7lncRNA_0843
Pf3D7_08_v3,655064,655344,+,Pf3D7lncRNA_0844
Pf3D7_08_v3,664413,664897,+,Pf3D7lncRNA_0845
Pf3D7_08_v3,667634,668610,+,Pf3D7lncRNA_0846
Pf3D7_08_v3,706532,707486,-,Pf3D7lncRNA_0847
Pf3D7_08_v3,713704,715175,-,Pf3D7lncRNA_0848
Pf3D7_08_v3,719029,721111,-,Pf3D7lncRNA_0849
Pf3D7_08_v3,732843,734025,+,Pf3D7lncRNA_0850
Pf3D7_08_v3,780639,781287,+,Pf3D7lncRNA_0851
Pf3D7_08_v3,782139,782605,+,Pf3D7lncRNA_0852
Pf3D7_08_v3,792973,794216,+,Pf3D7lncRNA_0853
Pf3D7_08_v3,794765,795113,+,Pf3D7lncRNA_0854
Pf3D7_08_v3,804421,805541,+,Pf3D7lncRNA_0855
Pf3D7_08_v3,822574,822950,-,Pf3D7lncRNA_0856
Pf3D7_08_v3,825375,828824,-,Pf3D7lncRNA_0857
Pf3D7_08_v3,831581,832107,-,Pf3D7lncRNA_0858
Pf3D7_08_v3,837339,839239,+,Pf3D7lncRNA_0859
Pf3D7_08_v3,837704,839458,-,Pf3D7lncRNA_0860
Pf3D7_08_v3,854208,855566,+,Pf3D7lncRNA_0861
Pf3D7_08_v3,857449,857840,+,Pf3D7lncRNA_0862
Pf3D7_08_v3,857720,858992,-,Pf3D7lncRNA_0863
Pf3D7_08_v3,870085,872165,-,Pf3D7lncRNA_0864
Pf3D7_08_v3,872481,873810,-,Pf3D7lncRNA_0865
Pf3D7_08_v3,879789,880672,-,Pf3D7lncRNA_0866
Pf3D7_08_v3,887353,889005,+,Pf3D7lncRNA_0867
Pf3D7_08_v3,890591,891205,+,Pf3D7lncRNA_0868
Pf3D7_08_v3,891670,893320,+,Pf3D7lncRNA_0869
Pf3D7_08_v3,895932,897037,+,Pf3D7lncRNA_0870
Pf3D7_08_v3,900162,900707,+,Pf3D7lncRNA_0871
Pf3D7_08_v3,908869,909755,+,Pf3D7lncRNA_0872
Pf3D7_08_v3,911250,912057,+,Pf3D7lncRNA_0873
Pf3D7_08_v3,915305,916373,+,Pf3D7lncRNA_0874
Pf3D7_08_v3,915716,917759,-,Pf3D7lncRNA_0875
Pf3D7_08_v3,922861,924519,-,Pf3D7lncRNA_0876
Pf3D7_08_v3,928818,932032,-,Pf3D7lncRNA_0877
Pf3D7_08_v3,933043,934154,-,Pf3D7lncRNA_0878
Pf3D7_08_v3,939597,940766,+,Pf3D7lncRNA_0879
Pf3D7_08_v3,944874,947434,-,Pf3D7lncRNA_0880
Pf3D7_08_v3,947189,947841,+,Pf3D7lncRNA_0881
Pf3D7_08_v3,949390,950605,-,Pf3D7lncRNA_0882
Pf3D7_08_v3,955158,956986,-,Pf3D7lncRNA_0883
Pf3D7_08_v3,963484,964458,-,Pf3D7lncRNA_0884
Pf3D7_08_v3,965621,966699,-,Pf3D7lncRNA_0885
Pf3D7_08_v3,970603,972771,-,Pf3D7lncRNA_0886
Pf3D7_08_v3,973868,975028,-,Pf3D7lncRNA_0887
Pf3D7_08_v3,977887,978146,+,Pf3D7lncRNA_0888
Pf3D7_08_v3,990204,991340,-,Pf3D7lncRNA_0889
Pf3D7_08_v3,994447,995774,-,Pf3D7lncRNA_0890
Pf3D7_08_v3,1000499,1001714,+,Pf3D7lncRNA_0891
Pf3D7_08_v3,1002948,1005131,+,Pf3D7lncRNA_0892
Pf3D7_08_v3,1012589,1012863,+,Pf3D7lncRNA_0893
Pf3D7_08_v3,1017533,1017962,+,Pf3D7lncRNA_0894
Pf3D7_08_v3,1025028,1027409,-,Pf3D7lncRNA_0895
Pf3D7_08_v3,1026072,1027552,+,Pf3D7lncRNA_0896
Pf3D7_08_v3,1045269,1046998,-,Pf3D7lncRNA_0897
Pf3D7_08_v3,1053076,1054525,-,Pf3D7lncRNA_0898
Pf3D7_08_v3,1061734,1063305,+,Pf3D7lncRNA_0899
Pf3D7_08_v3,1063613,1064202,+,Pf3D7lncRNA_0900
Pf3D7_08_v3,1067638,1068106,-,Pf3D7lncRNA_0901
Pf3D7_08_v3,1069160,1070296,-,Pf3D7lncRNA_0902
Pf3D7_08_v3,1083677,1085125,-,Pf3D7lncRNA_0903
Pf3D7_08_v3,1107651,1108122,-,Pf3D7lncRNA_0904
Pf3D7_08_v3,1142072,1143143,+,Pf3D7lncRNA_0905
Pf3D7_08_v3,1150465,1151380,+,Pf3D7lncRNA_0906
Pf3D7_08_v3,1159674,1160006,+,Pf3D7lncRNA_0907
Pf3D7_08_v3,1163213,1164600,+,Pf3D7lncRNA_0908
Pf3D7_08_v3,1183996,1185530,-,Pf3D7lncRNA_0909
Pf3D7_08_v3,1193400,1193968,+,Pf3D7lncRNA_0910
Pf3D7_08_v3,1204580,1204976,-,Pf3D7lncRNA_0911
Pf3D7_08_v3,1226145,1227959,+,Pf3D7lncRNA_0912
Pf3D7_08_v3,1228734,1232328,+,Pf3D7lncRNA_0913
Pf3D7_08_v3,1241624,1243553,+,Pf3D7lncRNA_0914
Pf3D7_08_v3,1250379,1251555,-,Pf3D7lncRNA_0915
Pf3D7_08_v3,1252855,1253818,-,Pf3D7lncRNA_0916
Pf3D7_08_v3,1255010,1255362,-,Pf3D7lncRNA_0917
Pf3D7_08_v3,1269391,1270493,-,Pf3D7lncRNA_0918
Pf3D7_08_v3,1270439,1272988,+,Pf3D7lncRNA_0919
Pf3D7_08_v3,1271956,1272306,-,Pf3D7lncRNA_0920
Pf3D7_08_v3,1273824,1275608,+,Pf3D7lncRNA_0921
Pf3D7_08_v3,1276029,1279085,+,Pf3D7lncRNA_0922
Pf3D7_08_v3,1277277,1277672,-,Pf3D7lncRNA_0923
Pf3D7_08_v3,1280251,1280741,-,Pf3D7lncRNA_0924
Pf3D7_08_v3,1280869,1283956,+,Pf3D7lncRNA_0925
Pf3D7_08_v3,1283433,1284390,-,Pf3D7lncRNA_0926
Pf3D7_08_v3,1299312,1300122,+,Pf3D7lncRNA_0927
Pf3D7_08_v3,1321980,1322867,-,Pf3D7lncRNA_0928
Pf3D7_08_v3,1331173,1331464,-,Pf3D7lncRNA_0929
Pf3D7_08_v3,1336303,1336790,-,Pf3D7lncRNA_0930
Pf3D7_08_v3,1337343,1337976,-,Pf3D7lncRNA_0931
Pf3D7_08_v3,1341346,1342752,-,Pf3D7lncRNA_0932
Pf3D7_08_v3,1350683,1350933,+,Pf3D7lncRNA_0933
Pf3D7_08_v3,1350801,1351152,-,Pf3D7lncRNA_0934
Pf3D7_08_v3,1356264,1357134,-,Pf3D7lncRNA_0935
Pf3D7_08_v3,1370168,1371744,+,Pf3D7lncRNA_0936
Pf3D7_08_v3,1373631,1375820,+,Pf3D7lncRNA_0937
Pf3D7_08_v3,1376737,1378472,-,Pf3D7lncRNA_0938
Pf3D7_08_v3,1377975,1378541,+,Pf3D7lncRNA_0939
Pf3D7_08_v3,1389249,1391497,-,Pf3D7lncRNA_0940
Pf3D7_08_v3,1419043,1419713,-,Pf3D7lncRNA_0941
Pf3D7_08_v3,1428333,1429094,-,Pf3D7lncRNA_0942
Pf3D7_08_v3,1434478,1435044,-,Pf3D7lncRNA_0943
Pf3D7_08_v3,1434957,1436003,+,Pf3D7lncRNA_0944
Pf3D7_08_v3,1435296,1437670,-,Pf3D7lncRNA_0945
Pf3D7_08_v3,1437420,1438025,+,Pf3D7lncRNA_0946
Pf3D7_09_v3,25525,26046,-,Pf3D7lncRNA_0947
Pf3D7_09_v3,27576,28263,+,Pf3D7lncRNA_0948
Pf3D7_09_v3,27614,28633,-,Pf3D7lncRNA_0949
Pf3D7_09_v3,28853,29313,+,Pf3D7lncRNA_0950
Pf3D7_09_v3,30922,31274,+,Pf3D7lncRNA_0951
Pf3D7_09_v3,32701,33352,+,Pf3D7lncRNA_0952
Pf3D7_09_v3,39293,41831,-,Pf3D7lncRNA_0953
Pf3D7_09_v3,42016,44158,+,Pf3D7lncRNA_0954
Pf3D7_09_v3,44376,44812,+,Pf3D7lncRNA_0955
Pf3D7_09_v3,67255,67488,-,Pf3D7lncRNA_0956
Pf3D7_09_v3,75961,76325,+,Pf3D7lncRNA_0957
Pf3D7_09_v3,79016,79531,-,Pf3D7lncRNA_0958
Pf3D7_09_v3,79963,82855,+,Pf3D7lncRNA_0959
Pf3D7_09_v3,92621,93671,+,Pf3D7lncRNA_0960
Pf3D7_09_v3,92881,93239,-,Pf3D7lncRNA_0961
Pf3D7_09_v3,97739,98934,+,Pf3D7lncRNA_0962
Pf3D7_09_v3,101142,102543,+,Pf3D7lncRNA_0963
Pf3D7_09_v3,112378,112936,+,Pf3D7lncRNA_0964
Pf3D7_09_v3,116623,117385,-,Pf3D7lncRNA_0965
Pf3D7_09_v3,116937,117691,+,Pf3D7lncRNA_0966
Pf3D7_09_v3,118091,118478,+,Pf3D7lncRNA_0967
Pf3D7_09_v3,121402,124210,+,Pf3D7lncRNA_0968
Pf3D7_09_v3,125863,128535,-,Pf3D7lncRNA_0969
Pf3D7_09_v3,131840,133207,+,Pf3D7lncRNA_0970
Pf3D7_09_v3,136778,137828,+,Pf3D7lncRNA_0971
Pf3D7_09_v3,136818,137992,-,Pf3D7lncRNA_0972
Pf3D7_09_v3,160647,161439,+,Pf3D7lncRNA_0973
Pf3D7_09_v3,161428,161847,-,Pf3D7lncRNA_0974
Pf3D7_09_v3,166356,167553,-,Pf3D7lncRNA_0975
Pf3D7_09_v3,172421,174590,-,Pf3D7lncRNA_0976
Pf3D7_09_v3,175679,177583,-,Pf3D7lncRNA_0977
Pf3D7_09_v3,184097,184738,-,Pf3D7lncRNA_0978
Pf3D7_09_v3,189401,191204,+,Pf3D7lncRNA_0979
Pf3D7_09_v3,209841,210793,-,Pf3D7lncRNA_0980
Pf3D7_09_v3,220226,220859,+,Pf3D7lncRNA_0981
Pf3D7_09_v3,220940,221692,-,Pf3D7lncRNA_0982
Pf3D7_09_v3,234133,235261,+,Pf3D7lncRNA_0983
Pf3D7_09_v3,235712,236190,+,Pf3D7lncRNA_0984
Pf3D7_09_v3,236537,237626,+,Pf3D7lncRNA_0985
Pf3D7_09_v3,244398,245181,+,Pf3D7lncRNA_0986
Pf3D7_09_v3,250373,253253,+,Pf3D7lncRNA_0987
Pf3D7_09_v3,292231,292941,-,Pf3D7lncRNA_0988
Pf3D7_09_v3,297555,298545,+,Pf3D7lncRNA_0989
Pf3D7_09_v3,304814,306671,-,Pf3D7lncRNA_0990
Pf3D7_09_v3,324578,324825,+,Pf3D7lncRNA_0991
Pf3D7_09_v3,327752,327959,-,Pf3D7lncRNA_0992
Pf3D7_09_v3,329647,330431,+,Pf3D7lncRNA_0993
Pf3D7_09_v3,332279,333070,+,Pf3D7lncRNA_0994
Pf3D7_09_v3,343127,344210,-,Pf3D7lncRNA_0995
Pf3D7_09_v3,356435,357101,+,Pf3D7lncRNA_0996
Pf3D7_09_v3,358833,359318,+,Pf3D7lncRNA_0997
Pf3D7_09_v3,359368,359844,-,Pf3D7lncRNA_0998
Pf3D7_09_v3,369275,370204,+,Pf3D7lncRNA_0999
Pf3D7_09_v3,372301,372546,-,Pf3D7lncRNA_1000
Pf3D7_09_v3,372473,372785,+,Pf3D7lncRNA_1001
Pf3D7_09_v3,384361,385410,+,Pf3D7lncRNA_1002
Pf3D7_09_v3,401347,402160,+,Pf3D7lncRNA_1003
Pf3D7_09_v3,428344,429264,-,Pf3D7lncRNA_1004
Pf3D7_09_v3,432909,433422,+,Pf3D7lncRNA_1005
Pf3D7_09_v3,435981,436773,+,Pf3D7lncRNA_1006
Pf3D7_09_v3,438769,439311,-,Pf3D7lncRNA_1007
Pf3D7_09_v3,446722,447271,-,Pf3D7lncRNA_1008
Pf3D7_09_v3,462569,463631,+,Pf3D7lncRNA_1009
Pf3D7_09_v3,473221,475193,-,Pf3D7lncRNA_1010
Pf3D7_09_v3,482171,482877,+,Pf3D7lncRNA_1011
Pf3D7_09_v3,492123,493461,-,Pf3D7lncRNA_1012
Pf3D7_09_v3,498619,499076,+,Pf3D7lncRNA_1013
Pf3D7_09_v3,498910,499283,-,Pf3D7lncRNA_1014
Pf3D7_09_v3,500785,503882,-,Pf3D7lncRNA_1015
Pf3D7_09_v3,508405,509048,-,Pf3D7lncRNA_1016
Pf3D7_09_v3,520220,520961,-,Pf3D7lncRNA_1017
Pf3D7_09_v3,537157,538332,+,Pf3D7lncRNA_1018
Pf3D7_09_v3,539795,540916,+,Pf3D7lncRNA_1019
Pf3D7_09_v3,546384,546944,+,Pf3D7lncRNA_1020
Pf3D7_09_v3,548660,551724,+,Pf3D7lncRNA_1021
Pf3D7_09_v3,554398,555390,+,Pf3D7lncRNA_1022
Pf3D7_09_v3,579640,580707,+,Pf3D7lncRNA_1023
Pf3D7_09_v3,582326,583671,+,Pf3D7lncRNA_1024
Pf3D7_09_v3,587664,588673,-,Pf3D7lncRNA_1025
Pf3D7_09_v3,594036,595009,+,Pf3D7lncRNA_1026
Pf3D7_09_v3,606478,607539,+,Pf3D7lncRNA_1027
Pf3D7_09_v3,607887,610506,+,Pf3D7lncRNA_1028
Pf3D7_09_v3,612143,614142,+,Pf3D7lncRNA_1029
Pf3D7_09_v3,615879,616408,+,Pf3D7lncRNA_1030
Pf3D7_09_v3,616358,616821,-,Pf3D7lncRNA_1031
Pf3D7_09_v3,628949,629835,-,Pf3D7lncRNA_1032
Pf3D7_09_v3,640272,640483,+,Pf3D7lncRNA_1033
Pf3D7_09_v3,642144,643258,+,Pf3D7lncRNA_1034
Pf3D7_09_v3,650179,655060,+,Pf3D7lncRNA_1035
Pf3D7_09_v3,664838,665284,-,Pf3D7lncRNA_1036
Pf3D7_09_v3,672982,674029,+,Pf3D7lncRNA_1037
Pf3D7_09_v3,674318,675146,-,Pf3D7lncRNA_1038
Pf3D7_09_v3,681160,683702,+,Pf3D7lncRNA_1039
Pf3D7_09_v3,689967,690564,-,Pf3D7lncRNA_1040
Pf3D7_09_v3,694133,695315,+,Pf3D7lncRNA_1041
Pf3D7_09_v3,699483,702823,-,Pf3D7lncRNA_1042
Pf3D7_09_v3,699919,701808,+,Pf3D7lncRNA_1043
Pf3D7_09_v3,703948,704486,-,Pf3D7lncRNA_1044
Pf3D7_09_v3,713099,714208,+,Pf3D7lncRNA_1045
Pf3D7_09_v3,716202,716444,-,Pf3D7lncRNA_1046
Pf3D7_09_v3,717006,717823,-,Pf3D7lncRNA_1047
Pf3D7_09_v3,733334,734143,-,Pf3D7lncRNA_1048
Pf3D7_09_v3,736016,736906,-,Pf3D7lncRNA_1049
Pf3D7_09_v3,753361,753897,+,Pf3D7lncRNA_1050
Pf3D7_09_v3,756683,761096,-,Pf3D7lncRNA_1051
Pf3D7_09_v3,760470,760950,+,Pf3D7lncRNA_1052
Pf3D7_09_v3,761304,764190,+,Pf3D7lncRNA_1053
Pf3D7_09_v3,762523,764512,-,Pf3D7lncRNA_1054
Pf3D7_09_v3,767306,768418,-,Pf3D7lncRNA_1055
Pf3D7_09_v3,783125,785451,-,Pf3D7lncRNA_1056
Pf3D7_09_v3,783524,784157,+,Pf3D7lncRNA_1057
Pf3D7_09_v3,791264,792102,+,Pf3D7lncRNA_1058
Pf3D7_09_v3,796793,800218,-,Pf3D7lncRNA_1059
Pf3D7_09_v3,808854,809587,+,Pf3D7lncRNA_1060
Pf3D7_09_v3,827416,827714,+,Pf3D7lncRNA_1061
Pf3D7_09_v3,832123,832641,-,Pf3D7lncRNA_1062
Pf3D7_09_v3,838766,840026,-,Pf3D7lncRNA_1063
Pf3D7_09_v3,842275,842614,-,Pf3D7lncRNA_1064
Pf3D7_09_v3,847103,848342,-,Pf3D7lncRNA_1065
Pf3D7_09_v3,852038,854369,+,Pf3D7lncRNA_1066
Pf3D7_09_v3,874404,875288,+,Pf3D7lncRNA_1067
Pf3D7_09_v3,889674,890536,-,Pf3D7lncRNA_1068
Pf3D7_09_v3,893306,894291,-,Pf3D7lncRNA_1069
Pf3D7_09_v3,900126,901233,-,Pf3D7lncRNA_1070
Pf3D7_09_v3,901372,902063,-,Pf3D7lncRNA_1071
Pf3D7_09_v3,910844,912144,-,Pf3D7lncRNA_1072
Pf3D7_09_v3,914779,915678,-,Pf3D7lncRNA_1073
Pf3D7_09_v3,936060,936686,+,Pf3D7lncRNA_1074
Pf3D7_09_v3,941315,941644,-,Pf3D7lncRNA_1075
Pf3D7_09_v3,949587,950020,-,Pf3D7lncRNA_1076
Pf3D7_09_v3,953496,954242,-,Pf3D7lncRNA_1077
Pf3D7_09_v3,964061,964339,+,Pf3D7lncRNA_1078
Pf3D7_09_v3,969609,971203,+,Pf3D7lncRNA_1079
Pf3D7_09_v3,970016,971838,-,Pf3D7lncRNA_1080
Pf3D7_09_v3,976103,976663,-,Pf3D7lncRNA_1081
Pf3D7_09_v3,978077,978403,+,Pf3D7lncRNA_1082
Pf3D7_09_v3,979200,979525,+,Pf3D7lncRNA_1083
Pf3D7_09_v3,986594,987245,+,Pf3D7lncRNA_1084
Pf3D7_09_v3,986869,987506,-,Pf3D7lncRNA_1085
Pf3D7_09_v3,1015651,1016017,+,Pf3D7lncRNA_1086
Pf3D7_09_v3,1039082,1039443,-,Pf3D7lncRNA_1087
Pf3D7_09_v3,1060206,1061486,+,Pf3D7lncRNA_1088
Pf3D7_09_v3,1061481,1062087,-,Pf3D7lncRNA_1089
Pf3D7_09_v3,1067587,1068256,-,Pf3D7lncRNA_1090
Pf3D7_09_v3,1073183,1073614,+,Pf3D7lncRNA_1091
Pf3D7_09_v3,1074040,1075052,+,Pf3D7lncRNA_1092
Pf3D7_09_v3,1112182,1113473,-,Pf3D7lncRNA_1093
Pf3D7_09_v3,1129214,1130163,-,Pf3D7lncRNA_1094
Pf3D7_09_v3,1142921,1144604,-,Pf3D7lncRNA_1095
Pf3D7_09_v3,1147651,1148109,+,Pf3D7lncRNA_1096
Pf3D7_09_v3,1149301,1151728,+,Pf3D7lncRNA_1097
Pf3D7_09_v3,1158670,1159175,-,Pf3D7lncRNA_1098
Pf3D7_09_v3,1159964,1160449,-,Pf3D7lncRNA_1099
Pf3D7_09_v3,1161494,1162247,-,Pf3D7lncRNA_1100
Pf3D7_09_v3,1162935,1163420,-,Pf3D7lncRNA_1101
Pf3D7_09_v3,1165198,1166545,-,Pf3D7lncRNA_1102
Pf3D7_09_v3,1184295,1187022,+,Pf3D7lncRNA_1103
Pf3D7_09_v3,1196090,1196728,+,Pf3D7lncRNA_1104
Pf3D7_09_v3,1206692,1207328,-,Pf3D7lncRNA_1105
Pf3D7_09_v3,1209784,1210325,-,Pf3D7lncRNA_1106
Pf3D7_09_v3,1217843,1219637,+,Pf3D7lncRNA_1107
Pf3D7_09_v3,1261638,1262302,-,Pf3D7lncRNA_1108
Pf3D7_09_v3,1266879,1267191,+,Pf3D7lncRNA_1109
Pf3D7_09_v3,1267574,1267780,+,Pf3D7lncRNA_1110
Pf3D7_09_v3,1274894,1276074,+,Pf3D7lncRNA_1111
Pf3D7_09_v3,1283083,1284446,+,Pf3D7lncRNA_1112
Pf3D7_09_v3,1284316,1286392,-,Pf3D7lncRNA_1113
Pf3D7_09_v3,1290853,1291987,+,Pf3D7lncRNA_1114
Pf3D7_09_v3,1294691,1295421,+,Pf3D7lncRNA_1115
Pf3D7_09_v3,1295830,1297582,+,Pf3D7lncRNA_1116
Pf3D7_09_v3,1298745,1298949,+,Pf3D7lncRNA_1117
Pf3D7_09_v3,1330213,1330700,+,Pf3D7lncRNA_1118
Pf3D7_09_v3,1333437,1333938,+,Pf3D7lncRNA_1119
Pf3D7_09_v3,1353269,1354905,-,Pf3D7lncRNA_1120
Pf3D7_09_v3,1355153,1356637,-,Pf3D7lncRNA_1121
Pf3D7_09_v3,1358220,1359636,-,Pf3D7lncRNA_1122
Pf3D7_09_v3,1359967,1360691,-,Pf3D7lncRNA_1123
Pf3D7_09_v3,1360800,1361363,-,Pf3D7lncRNA_1124
Pf3D7_09_v3,1367766,1369342,+,Pf3D7lncRNA_1125
Pf3D7_09_v3,1374689,1375306,+,Pf3D7lncRNA_1126
Pf3D7_09_v3,1374904,1381482,-,Pf3D7lncRNA_1127
Pf3D7_09_v3,1376803,1377479,+,Pf3D7lncRNA_1128
Pf3D7_09_v3,1383239,1386868,-,Pf3D7lncRNA_1129
Pf3D7_09_v3,1389676,1391446,+,Pf3D7lncRNA_1130
Pf3D7_09_v3,1390820,1391450,-,Pf3D7lncRNA_1131
Pf3D7_09_v3,1392718,1400169,-,Pf3D7lncRNA_1132
Pf3D7_09_v3,1393436,1395503,+,Pf3D7lncRNA_1133
Pf3D7_09_v3,1396910,1398570,+,Pf3D7lncRNA_1134
Pf3D7_09_v3,1402702,1403845,-,Pf3D7lncRNA_1135
Pf3D7_09_v3,1410775,1412086,+,Pf3D7lncRNA_1136
Pf3D7_09_v3,1410830,1411087,-,Pf3D7lncRNA_1137
Pf3D7_09_v3,1415544,1415930,-,Pf3D7lncRNA_1138
Pf3D7_09_v3,1424579,1425876,+,Pf3D7lncRNA_1139
Pf3D7_09_v3,1429512,1432213,+,Pf3D7lncRNA_1140
Pf3D7_09_v3,1435661,1436744,+,Pf3D7lncRNA_1141
Pf3D7_09_v3,1439165,1440388,+,Pf3D7lncRNA_1142
Pf3D7_09_v3,1478861,1479565,-,Pf3D7lncRNA_1143
Pf3D7_09_v3,1492258,1494370,-,Pf3D7lncRNA_1144
Pf3D7_09_v3,1494837,1495485,+,Pf3D7lncRNA_1145
Pf3D7_09_v3,1495086,1497487,-,Pf3D7lncRNA_1146
Pf3D7_09_v3,1497168,1498975,+,Pf3D7lncRNA_1147
Pf3D7_10_v3,33877,34384,-,Pf3D7lncRNA_1148
Pf3D7_10_v3,34503,36516,+,Pf3D7lncRNA_1149
Pf3D7_10_v3,36589,36942,-,Pf3D7lncRNA_1150
Pf3D7_10_v3,36850,38126,+,Pf3D7lncRNA_1151
Pf3D7_10_v3,40875,41588,+,Pf3D7lncRNA_1152
Pf3D7_10_v3,40906,41127,-,Pf3D7lncRNA_1153
Pf3D7_10_v3,42786,43006,+,Pf3D7lncRNA_1154
Pf3D7_10_v3,60200,60545,-,Pf3D7lncRNA_1155
Pf3D7_10_v3,78440,78984,+,Pf3D7lncRNA_1156
Pf3D7_10_v3,91445,93424,+,Pf3D7lncRNA_1157
Pf3D7_10_v3,95375,95588,+,Pf3D7lncRNA_1158
Pf3D7_10_v3,98153,99503,+,Pf3D7lncRNA_1159
Pf3D7_10_v3,103102,103327,+,Pf3D7lncRNA_1160
Pf3D7_10_v3,110504,111820,-,Pf3D7lncRNA_1161
Pf3D7_10_v3,127510,128570,-,Pf3D7lncRNA_1162
Pf3D7_10_v3,136679,138006,-,Pf3D7lncRNA_1163
Pf3D7_10_v3,140208,140699,-,Pf3D7lncRNA_1164
Pf3D7_10_v3,144941,147042,-,Pf3D7lncRNA_1165
Pf3D7_10_v3,151430,152264,+,Pf3D7lncRNA_1166
Pf3D7_10_v3,154295,154974,+,Pf3D7lncRNA_1167
Pf3D7_10_v3,159515,160690,+,Pf3D7lncRNA_1168
Pf3D7_10_v3,162368,163196,+,Pf3D7lncRNA_1169
Pf3D7_10_v3,177168,177627,+,Pf3D7lncRNA_1170
Pf3D7_10_v3,181530,181997,+,Pf3D7lncRNA_1171
Pf3D7_10_v3,197594,198752,+,Pf3D7lncRNA_1172
Pf3D7_10_v3,204496,206248,+,Pf3D7lncRNA_1173
Pf3D7_10_v3,210826,211268,+,Pf3D7lncRNA_1174
Pf3D7_10_v3,218424,219515,-,Pf3D7lncRNA_1175
Pf3D7_10_v3,247069,248125,+,Pf3D7lncRNA_1176
Pf3D7_10_v3,250589,253100,-,Pf3D7lncRNA_1177
Pf3D7_10_v3,264546,265523,+,Pf3D7lncRNA_1178
Pf3D7_10_v3,265757,266938,-,Pf3D7lncRNA_1179
Pf3D7_10_v3,275155,276163,-,Pf3D7lncRNA_1180
Pf3D7_10_v3,279954,281239,-,Pf3D7lncRNA_1181
Pf3D7_10_v3,283127,283999,-,Pf3D7lncRNA_1182
