lnc_id,lnc_chr,lnc_start,lnc_end,lnc_strand,gene_id,gene_name,gene_chr,gene_start,gene_end,gene_strand,orientation
Pf3D7lncRNA_0591,Pf3D7_06_v3,900278,900644,+,PF3D7_0622100,NA,Pf3D7_06_v3,898341,902363,-,antisense
bowtie_circ_003278,Pf3D7_06_v3,926526,926805,-,PF3D7_0622900,NA,Pf3D7_06_v3,925105,931074,-,sense
Pf3D7lncRNA_0594,Pf3D7_06_v3,940332,940828,+,PF3D7_0623100,NA,Pf3D7_06_v3,939660,943720,-,antisense
bowtie_circ_003543,Pf3D7_06_v3,942481,942857,-,PF3D7_0623100,NA,Pf3D7_06_v3,939660,943720,-,sense
Pf3D7lncRNA_0595,Pf3D7_06_v3,948173,948491,+,PF3D7_0623300,NA,Pf3D7_06_v3,947493,948644,-,antisense
Pf3D7lncRNA_0597,Pf3D7_06_v3,953187,953599,+,PF3D7_0623500,NA,Pf3D7_06_v3,952906,954848,-,antisense
bowtie_circ_002286,Pf3D7_06_v3,981433,981587,+,PF3D7_0624000,NA,Pf3D7_06_v3,981066,982547,+,sense
bowtie_circ_005708,Pf3D7_06_v3,981681,981825,+,PF3D7_0624000,NA,Pf3D7_06_v3,981066,982547,+,sense
bowtie_circ_005033,Pf3D7_06_v3,1003421,1003649,+,PF3D7_0624600,NA,Pf3D7_06_v3,999524,1007683,+,sense
Pf3D7lncRNA_0605,Pf3D7_06_v3,1027176,1027462,+,PF3D7_0625300,NA,Pf3D7_06_v3,1026823,1031157,-,antisense
bowtie_circ_000052,Pf3D7_06_v3,1033279,1033401,-,PF3D7_0625400,NA,Pf3D7_06_v3,1032536,1033774,-,sense
bowtie_circ_002234,Pf3D7_06_v3,1097772,1098000,-,PF3D7_0627300,NA,Pf3D7_06_v3,1097300,1098649,-,sense
bowtie_circ_001554,Pf3D7_06_v3,1097889,1098000,-,PF3D7_0627300,NA,Pf3D7_06_v3,1097300,1098649,-,sense
bowtie_circ_004080,Pf3D7_06_v3,1123636,1123741,-,PF3D7_0628100,NA,Pf3D7_06_v3,1122801,1153664,-,sense
bowtie_circ_003885,Pf3D7_06_v3,1142803,1142941,-,PF3D7_0628100,NA,Pf3D7_06_v3,1122801,1153664,-,sense
bowtie_circ_003736,Pf3D7_06_v3,1171201,1171461,-,PF3D7_0628300,NA,Pf3D7_06_v3,1170813,1173696,-,sense
bowtie_circ_000263,Pf3D7_06_v3,1171201,1171973,-,PF3D7_0628300,NA,Pf3D7_06_v3,1170813,1173696,-,sense
bowtie_circ_001083,Pf3D7_06_v3,1171201,1172224,-,PF3D7_0628300,NA,Pf3D7_06_v3,1170813,1173696,-,sense
bowtie_circ_001736,Pf3D7_06_v3,1172135,1172613,-,PF3D7_0628300,NA,Pf3D7_06_v3,1170813,1173696,-,sense
bowtie_circ_001523,Pf3D7_06_v3,1172135,1173037,-,PF3D7_0628300,NA,Pf3D7_06_v3,1170813,1173696,-,sense
bowtie_circ_000430,Pf3D7_06_v3,1172135,1173355,-,PF3D7_0628300,NA,Pf3D7_06_v3,1170813,1173696,-,sense
bowtie_circ_003339,Pf3D7_06_v3,1172746,1173355,-,PF3D7_0628300,NA,Pf3D7_06_v3,1170813,1173696,-,sense
bowtie_circ_004763,Pf3D7_06_v3,1172941,1173355,-,PF3D7_0628300,NA,Pf3D7_06_v3,1170813,1173696,-,sense
bowtie_circ_000271,Pf3D7_06_v3,1222000,1222122,+,PF3D7_0629700,NA,Pf3D7_06_v3,1221941,1242922,+,sense
bowtie_circ_004353,Pf3D7_06_v3,1224115,1224215,+,PF3D7_0629700,NA,Pf3D7_06_v3,1221941,1242922,+,sense
bowtie_circ_003963,Pf3D7_06_v3,1225066,1225204,+,PF3D7_0629700,NA,Pf3D7_06_v3,1221941,1242922,+,sense
bowtie_circ_005316,Pf3D7_06_v3,1235609,1235770,+,PF3D7_0629700,NA,Pf3D7_06_v3,1221941,1242922,+,sense
bowtie_circ_004083,Pf3D7_06_v3,1237096,1237230,+,PF3D7_0629700,NA,Pf3D7_06_v3,1221941,1242922,+,sense
Pf3D7lncRNA_0622,Pf3D7_06_v3,1298607,1299186,-,PF3D7_0631100,NA,Pf3D7_06_v3,1297885,1299373,+,antisense
Pf3D7lncRNA_0631,Pf3D7_06_v3,1355592,1356072,+,PF3D7_0632500,NA,Pf3D7_06_v3,1353946,1366430,-,antisense
bowtie_circ_000142,Pf3D7_06_v3,1361992,1362187,-,PF3D7_0632500,NA,Pf3D7_06_v3,1353946,1366430,-,sense
Pf3D7lncRNA_0635,Pf3D7_06_v3,1376827,1377330,+,PF3D7_0632800,NA,Pf3D7_06_v3,1374797,1382627,-,antisense
Pf3D7lncRNA_0636,Pf3D7_07_v3,25816,26374,-,PF3D7_0700100,NA,Pf3D7_07_v3,20307,28083,+,antisense
Pf3D7lncRNA_0647,Pf3D7_07_v3,118945,119406,-,PF3D7_0703000,NA,Pf3D7_07_v3,115239,120770,+,antisense
bowtie_circ_003894,Pf3D7_07_v3,136326,136461,+,PF3D7_0703500,NA,Pf3D7_07_v3,135606,142505,+,sense
bowtie_circ_004639,Pf3D7_07_v3,136741,136852,+,PF3D7_0703500,NA,Pf3D7_07_v3,135606,142505,+,sense
bowtie_circ_004881,Pf3D7_07_v3,137323,137443,+,PF3D7_0703500,NA,Pf3D7_07_v3,135606,142505,+,sense
bowtie_circ_002829,Pf3D7_07_v3,137852,138005,-,PF3D7_0703500,NA,Pf3D7_07_v3,135606,142505,+,antisense
bowtie_circ_004864,Pf3D7_07_v3,139055,139263,-,PF3D7_0703500,NA,Pf3D7_07_v3,135606,142505,+,antisense
bowtie_circ_005444,Pf3D7_07_v3,141213,141384,+,PF3D7_0703500,NA,Pf3D7_07_v3,135606,142505,+,sense
bowtie_circ_000605,Pf3D7_07_v3,144106,144672,+,PF3D7_0703600,NA,Pf3D7_07_v3,144019,145953,+,sense
bowtie_circ_003288,Pf3D7_07_v3,144860,145138,+,PF3D7_0703600,NA,Pf3D7_07_v3,144019,145953,+,sense
bowtie_circ_001697,Pf3D7_07_v3,144860,145319,+,PF3D7_0703600,NA,Pf3D7_07_v3,144019,145953,+,sense
bowtie_circ_003511,Pf3D7_07_v3,210813,210936,-,PF3D7_0704500,NA,Pf3D7_07_v3,208690,213501,-,sense
Pf3D7lncRNA_0655,Pf3D7_07_v3,216380,216985,+,PF3D7_0704600,NA,Pf3D7_07_v3,216024,229072,-,antisense
bowtie_circ_000225,Pf3D7_07_v3,218176,218299,-,PF3D7_0704600,NA,Pf3D7_07_v3,216024,229072,-,sense
bowtie_circ_003647,Pf3D7_07_v3,219206,219343,-,PF3D7_0704600,NA,Pf3D7_07_v3,216024,229072,-,sense
bowtie_circ_000096,Pf3D7_07_v3,228302,228449,-,PF3D7_0704600,NA,Pf3D7_07_v3,216024,229072,-,sense
Pf3D7lncRNA_0659,Pf3D7_07_v3,254513,255074,-,PF3D7_0705100,NA,Pf3D7_07_v3,252282,255251,+,antisense
bowtie_circ_003075,Pf3D7_07_v3,271580,271823,-,PF3D7_0705500,NA,Pf3D7_07_v3,270022,278706,-,sense
bowtie_circ_000454,Pf3D7_07_v3,272348,272465,-,PF3D7_0705500,NA,Pf3D7_07_v3,270022,278706,-,sense
bowtie_circ_002112,Pf3D7_07_v3,272889,273023,-,PF3D7_0705500,NA,Pf3D7_07_v3,270022,278706,-,sense
bowtie_circ_002045,Pf3D7_07_v3,274413,274527,-,PF3D7_0705500,NA,Pf3D7_07_v3,270022,278706,-,sense
bowtie_circ_002736,Pf3D7_07_v3,276492,276609,-,PF3D7_0705500,NA,Pf3D7_07_v3,270022,278706,-,sense
bowtie_circ_003142,Pf3D7_07_v3,277949,278054,-,PF3D7_0705500,NA,Pf3D7_07_v3,270022,278706,-,sense
bowtie_circ_000328,Pf3D7_07_v3,309926,310086,+,PF3D7_0706500,NA,Pf3D7_07_v3,309902,315022,-,antisense
bowtie_circ_000304,Pf3D7_07_v3,339644,339767,+,PF3D7_0707300,NA,Pf3D7_07_v3,338885,342083,+,sense
bowtie_circ_000603,Pf3D7_07_v3,340507,340720,+,PF3D7_0707300,NA,Pf3D7_07_v3,338885,342083,+,sense
bowtie_circ_004568,Pf3D7_07_v3,382721,382906,+,PF3D7_0708400,NA,Pf3D7_07_v3,381592,384614,+,sense
bowtie_circ_004256,Pf3D7_07_v3,384439,384561,-,PF3D7_0708400,NA,Pf3D7_07_v3,381592,384614,+,antisense
bowtie_circ_000810,Pf3D7_07_v3,395904,396008,+,PF3D7_0708800,NA,Pf3D7_07_v3,395711,398332,+,sense
bowtie_circ_004490,Pf3D7_07_v3,396236,396338,+,PF3D7_0708800,NA,Pf3D7_07_v3,395711,398332,+,sense
bowtie_circ_004818,Pf3D7_07_v3,403489,404415,+,PF3D7_0709000,NA,Pf3D7_07_v3,403222,406317,+,sense
bowtie_circ_002314,Pf3D7_07_v3,403489,404839,+,PF3D7_0709000,NA,Pf3D7_07_v3,403222,406317,+,sense
bowtie_circ_000847,Pf3D7_07_v3,424191,424293,-,PF3D7_0709400,NA,Pf3D7_07_v3,423236,427234,-,sense
bowtie_circ_002036,Pf3D7_07_v3,456791,456988,-,PF3D7_0710000,NA,Pf3D7_07_v3,447515,458496,-,sense
bowtie_circ_003258,Pf3D7_07_v3,478494,478610,-,PF3D7_0710600,NA,Pf3D7_07_v3,478468,479138,-,sense
bowtie_circ_000324,Pf3D7_07_v3,481773,481886,-,PF3D7_0710700,NA,Pf3D7_07_v3,481369,481974,-,sense
Pf3D7lncRNA_0681,Pf3D7_07_v3,482707,483316,+,PF3D7_0710800,NA,Pf3D7_07_v3,482701,483831,-,antisense
bowtie_circ_001018,Pf3D7_07_v3,489259,489379,-,PF3D7_0711000,NA,Pf3D7_07_v3,487281,490970,-,sense
bowtie_circ_003838,Pf3D7_07_v3,490114,490216,-,PF3D7_0711000,NA,Pf3D7_07_v3,487281,490970,-,sense
Pf3D7lncRNA_0685,Pf3D7_07_v3,513687,513959,+,PF3D7_0711700,NA,Pf3D7_07_v3,511950,519425,-,antisense
Pf3D7lncRNA_0686,Pf3D7_07_v3,529102,529632,+,PF3D7_0712000,NA,Pf3D7_07_v3,527338,535131,-,antisense
Pf3D7lncRNA_0687,Pf3D7_07_v3,529899,530526,+,PF3D7_0712000,NA,Pf3D7_07_v3,527338,535131,-,antisense
Pf3D7lncRNA_0688,Pf3D7_07_v3,544577,545081,+,PF3D7_0712300,NA,Pf3D7_07_v3,542906,550520,-,antisense
Pf3D7lncRNA_0690,Pf3D7_07_v3,553783,553971,+,PF3D7_0712400,NA,Pf3D7_07_v3,552158,559078,-,antisense
Pf3D7lncRNA_0691,Pf3D7_07_v3,568359,568951,+,PF3D7_0712600,NA,Pf3D7_07_v3,566726,574308,-,antisense
Pf3D7lncRNA_0692,Pf3D7_07_v3,583033,583655,+,PF3D7_0712800,NA,Pf3D7_07_v3,581386,588923,-,antisense
Pf3D7lncRNA_0693,Pf3D7_07_v3,591554,591805,-,PF3D7_0712900,NA,Pf3D7_07_v3,590326,597733,-,sense
Pf3D7lncRNA_0694,Pf3D7_07_v3,591875,592291,+,PF3D7_0712900,NA,Pf3D7_07_v3,590326,597733,-,antisense
bowtie_circ_000147,Pf3D7_07_v3,613558,613676,-,PF3D7_0713400,NA,Pf3D7_07_v3,612458,613740,+,antisense
bowtie_circ_000179,Pf3D7_07_v3,621708,622820,-,PF3D7_0713700,NA,Pf3D7_07_v3,621463,623521,-,sense
bowtie_circ_002533,Pf3D7_07_v3,632766,632915,-,PF3D7_0713900,NA,Pf3D7_07_v3,627067,637776,-,sense
bowtie_circ_004517,Pf3D7_07_v3,717525,717677,+,PF3D7_0716300,NA,Pf3D7_07_v3,717281,718968,+,sense
Pf3D7lncRNA_0706,Pf3D7_07_v3,721762,723514,-,PF3D7_0716500,NA,Pf3D7_07_v3,721717,724715,+,antisense
bowtie_circ_001957,Pf3D7_07_v3,732723,733179,-,PF3D7_0716800,NA,Pf3D7_07_v3,732070,733496,-,sense
TCONS_00003138,Pf3D7_07_v3,739587,740574,-,PF3D7_0717000,NA,Pf3D7_07_v3,738578,741209,+,antisense
bowtie_circ_002450,Pf3D7_07_v3,755846,755954,+,PF3D7_0717500,NA,Pf3D7_07_v3,755763,757696,+,sense
bowtie_circ_004986,Pf3D7_07_v3,759015,759343,-,PF3D7_0717600,NA,Pf3D7_07_v3,758720,762877,-,sense
bowtie_circ_003428,Pf3D7_07_v3,759540,760248,-,PF3D7_0717600,NA,Pf3D7_07_v3,758720,762877,-,sense
TCONS_00002845,Pf3D7_07_v3,776178,777133,+,PF3D7_0718000,NA,Pf3D7_07_v3,776141,795637,-,antisense
bowtie_circ_004775,Pf3D7_07_v3,856488,856629,-,PF3D7_0719500,NA,Pf3D7_07_v3,854652,856654,-,sense
bowtie_circ_000848,Pf3D7_07_v3,858926,859031,-,PF3D7_0719600,NA,Pf3D7_07_v3,858742,859492,-,sense
Pf3D7lncRNA_0723,Pf3D7_07_v3,875612,875828,-,PF3D7_0719900,NA,Pf3D7_07_v3,865927,876132,+,antisense
bowtie_circ_004109,Pf3D7_07_v3,888027,888188,-,PF3D7_0720600,NA,Pf3D7_07_v3,887816,889378,-,sense
Pf3D7lncRNA_0725,Pf3D7_07_v3,900614,901058,-,PF3D7_0720800,NA,Pf3D7_07_v3,899751,901137,+,antisense
bowtie_circ_002956,Pf3D7_07_v3,916727,916844,+,PF3D7_0721100,NA,Pf3D7_07_v3,916434,917168,+,sense
bowtie_circ_000476,Pf3D7_07_v3,916736,916898,+,PF3D7_0721100,NA,Pf3D7_07_v3,916434,917168,+,sense
bowtie_circ_002297,Pf3D7_07_v3,947111,947231,-,PF3D7_0722200,NA,Pf3D7_07_v3,946363,948612,+,antisense
bowtie_circ_001225,Pf3D7_07_v3,955644,955765,+,PF3D7_0722400,NA,Pf3D7_07_v3,954784,956343,+,sense
Pf3D7lncRNA_0731,Pf3D7_07_v3,959111,959735,+,PF3D7_0722600,NA,Pf3D7_07_v3,958886,960694,-,antisense
bowtie_circ_002203,Pf3D7_07_v3,978121,978289,-,PF3D7_0723300,NA,Pf3D7_07_v3,975766,978408,+,antisense
Pf3D7lncRNA_0738,Pf3D7_07_v3,1035533,1036049,+,PF3D7_0724700,NA,Pf3D7_07_v3,1034969,1046109,-,antisense
bowtie_circ_003109,Pf3D7_07_v3,1038043,1038178,+,PF3D7_0724700,NA,Pf3D7_07_v3,1034969,1046109,-,antisense
TCONS_00002914,Pf3D7_07_v3,1047461,1048655,+,PF3D7_0724800,NA,Pf3D7_07_v3,1047427,1049362,-,antisense
bowtie_circ_001206,Pf3D7_07_v3,1134742,1134937,-,PF3D7_0726500,NA,Pf3D7_07_v3,1126556,1136577,-,sense
Pf3D7lncRNA_0751,Pf3D7_07_v3,1172328,1173234,+,PF3D7_0727700,NA,Pf3D7_07_v3,1171286,1174156,-,antisense
bowtie_circ_004946,Pf3D7_07_v3,1179850,1179955,-,PF3D7_0727800,NA,Pf3D7_07_v3,1175944,1181700,+,antisense
bowtie_circ_002245,Pf3D7_07_v3,1251365,1251488,-,PF3D7_0729300,NA,Pf3D7_07_v3,1248837,1251503,-,sense
bowtie_circ_002676,Pf3D7_07_v3,1299476,1299605,+,PF3D7_0730300,NA,Pf3D7_07_v3,1297459,1301454,+,sense
bowtie_circ_001836,Pf3D7_07_v3,1299595,1299781,+,PF3D7_0730300,NA,Pf3D7_07_v3,1297459,1301454,+,sense
bowtie_circ_002600,Pf3D7_07_v3,1321921,1322044,+,PF3D7_0730800,NA,Pf3D7_07_v3,1321306,1322367,+,sense
bowtie_circ_001996,Pf3D7_07_v3,1321954,1322098,+,PF3D7_0730800,NA,Pf3D7_07_v3,1321306,1322367,+,sense
bowtie_circ_003579,Pf3D7_07_v3,1322119,1322329,+,PF3D7_0730800,NA,Pf3D7_07_v3,1321306,1322367,+,sense
bowtie_circ_002748,Pf3D7_07_v3,1326576,1326678,+,PF3D7_0730900,NA,Pf3D7_07_v3,1325375,1331813,+,sense
bowtie_circ_002490,Pf3D7_07_v3,1330733,1330964,+,PF3D7_0730900,NA,Pf3D7_07_v3,1325375,1331813,+,sense
bowtie_circ_005216,Pf3D7_07_v3,1350397,1350656,+,PF3D7_0731300,NA,Pf3D7_07_v3,1350032,1351149,+,sense
bowtie_circ_000129,Pf3D7_07_v3,1350434,1350643,+,PF3D7_0731300,NA,Pf3D7_07_v3,1350032,1351149,+,sense
bowtie_circ_005679,Pf3D7_07_v3,1350787,1351048,+,PF3D7_0731300,NA,Pf3D7_07_v3,1350032,1351149,+,sense
bowtie_circ_001576,Pf3D7_07_v3,1368506,1368727,+,PF3D7_0731600,NA,Pf3D7_07_v3,1368161,1370596,+,sense
Pf3D7lncRNA_0770,Pf3D7_07_v3,1419387,1419894,+,PF3D7_0733000,NA,Pf3D7_07_v3,1417588,1426234,-,antisense
Pf3D7lncRNA_0771,Pf3D7_08_v3,23233,23742,-,PF3D7_0800100,NA,Pf3D7_08_v3,21361,28653,+,antisense
TCONS_00003540,Pf3D7_08_v3,24900,26571,-,PF3D7_0800100,NA,Pf3D7_08_v3,21361,28653,+,antisense
Pf3D7lncRNA_0772,Pf3D7_08_v3,26335,26740,-,PF3D7_0800100,NA,Pf3D7_08_v3,21361,28653,+,antisense
TCONS_00003244,Pf3D7_08_v3,31269,33377,+,PF3D7_0800200,NA,Pf3D7_08_v3,29700,39033,-,antisense
Pf3D7lncRNA_0775,Pf3D7_08_v3,31700,33142,+,PF3D7_0800200,NA,Pf3D7_08_v3,29700,39033,-,antisense
TCONS_00003542,Pf3D7_08_v3,47827,48756,-,PF3D7_0800300,NA,Pf3D7_08_v3,40948,50939,+,antisense
Pf3D7lncRNA_0776,Pf3D7_08_v3,48573,49207,-,PF3D7_0800300,NA,Pf3D7_08_v3,40948,50939,+,antisense
bowtie_circ_000893,Pf3D7_08_v3,86990,87107,+,PF3D7_0801000,NA,Pf3D7_08_v3,84568,88422,-,antisense
bowtie_circ_005743,Pf3D7_08_v3,86990,87224,+,PF3D7_0801000,NA,Pf3D7_08_v3,84568,88422,-,antisense
bowtie_circ_000995,Pf3D7_08_v3,87029,87224,+,PF3D7_0801000,NA,Pf3D7_08_v3,84568,88422,-,antisense
Pf3D7lncRNA_0784,Pf3D7_08_v3,96939,97432,+,PF3D7_0801100,NA,Pf3D7_08_v3,91397,97571,-,antisense
bowtie_circ_003489,Pf3D7_08_v3,113878,113993,+,PF3D7_0801700,NA,Pf3D7_08_v3,112299,117877,+,sense
bowtie_circ_004772,Pf3D7_08_v3,120506,120620,-,PF3D7_0801800,NA,Pf3D7_08_v3,119032,122067,-,sense
bowtie_circ_002588,Pf3D7_08_v3,148758,149047,+,PF3D7_0802000,NA,Pf3D7_08_v3,146089,150282,+,sense
bowtie_circ_000399,Pf3D7_08_v3,149146,149350,+,PF3D7_0802000,NA,Pf3D7_08_v3,146089,150282,+,sense
bowtie_circ_005231,Pf3D7_08_v3,199984,200141,-,PF3D7_0803100,NA,Pf3D7_08_v3,199181,202918,-,sense
bowtie_circ_004363,Pf3D7_08_v3,226256,227329,+,PF3D7_0803600,NA,Pf3D7_08_v3,223762,230209,+,sense
bowtie_circ_004125,Pf3D7_08_v3,231692,231827,+,PF3D7_0803700,NA,Pf3D7_08_v3,231398,232756,+,sense
bowtie_circ_004839,Pf3D7_08_v3,231698,231833,+,PF3D7_0803700,NA,Pf3D7_08_v3,231398,232756,+,sense
bowtie_circ_003722,Pf3D7_08_v3,255720,255864,+,PF3D7_0804500,NA,Pf3D7_08_v3,250083,268437,+,sense
bowtie_circ_005491,Pf3D7_08_v3,280589,280752,-,PF3D7_0804900,NA,Pf3D7_08_v3,279711,281186,-,sense
bowtie_circ_004273,Pf3D7_08_v3,312251,312366,+,PF3D7_0805600,NA,Pf3D7_08_v3,312034,312960,+,sense
Pf3D7lncRNA_0804,Pf3D7_08_v3,322495,322853,+,PF3D7_0805800,NA,Pf3D7_08_v3,322367,323677,-,antisense
bowtie_circ_004714,Pf3D7_08_v3,324508,324634,-,PF3D7_0805900,NA,Pf3D7_08_v3,324279,325655,-,sense
bowtie_circ_001817,Pf3D7_08_v3,393652,393811,-,PF3D7_0807600,NA,Pf3D7_08_v3,389596,394259,-,sense
bowtie_circ_000690,Pf3D7_08_v3,423795,423942,+,PF3D7_0808400,NA,Pf3D7_08_v3,423527,424536,+,sense
bowtie_circ_005015,Pf3D7_08_v3,431825,432221,+,PF3D7_0808600,NA,Pf3D7_08_v3,431165,439051,+,sense
bowtie_circ_000382,Pf3D7_08_v3,433685,433822,+,PF3D7_0808600,NA,Pf3D7_08_v3,431165,439051,+,sense
Pf3D7lncRNA_0814,Pf3D7_08_v3,436748,437170,-,PF3D7_0808600,NA,Pf3D7_08_v3,431165,439051,+,antisense
Pf3D7lncRNA_0815,Pf3D7_08_v3,445812,446376,-,PF3D7_0808700,NA,Pf3D7_08_v3,440408,448062,+,antisense
TCONS_00003613,Pf3D7_08_v3,462716,464972,-,PF3D7_0809100,NA,Pf3D7_08_v3,459312,466567,+,antisense
Pf3D7lncRNA_0817,Pf3D7_08_v3,463511,465134,-,PF3D7_0809100,NA,Pf3D7_08_v3,459312,466567,+,antisense
Pf3D7lncRNA_0831,Pf3D7_08_v3,534556,535516,+,PF3D7_0810500,NA,Pf3D7_08_v3,534469,536619,-,antisense
bowtie_circ_002663,Pf3D7_08_v3,550325,550500,+,PF3D7_0810800,NA,Pf3D7_08_v3,548200,550616,+,sense
bowtie_circ_000070,Pf3D7_08_v3,567941,568184,+,PF3D7_0811300,NA,Pf3D7_08_v3,567824,573148,+,sense
bowtie_circ_003509,Pf3D7_08_v3,569669,569882,+,PF3D7_0811300,NA,Pf3D7_08_v3,567824,573148,+,sense
bowtie_circ_000342,Pf3D7_08_v3,571235,571355,+,PF3D7_0811300,NA,Pf3D7_08_v3,567824,573148,+,sense
bowtie_circ_003351,Pf3D7_08_v3,571714,571972,-,PF3D7_0811300,NA,Pf3D7_08_v3,567824,573148,+,antisense
bowtie_circ_005355,Pf3D7_08_v3,571846,571987,+,PF3D7_0811300,NA,Pf3D7_08_v3,567824,573148,+,sense
bowtie_circ_004849,Pf3D7_08_v3,572635,572752,-,PF3D7_0811300,NA,Pf3D7_08_v3,567824,573148,+,antisense
bowtie_circ_002010,Pf3D7_08_v3,572941,573076,+,PF3D7_0811300,NA,Pf3D7_08_v3,567824,573148,+,sense
Pf3D7lncRNA_0838,Pf3D7_08_v3,615774,616520,+,PF3D7_0812200,NA,Pf3D7_08_v3,614919,617821,-,antisense
bowtie_circ_001675,Pf3D7_08_v3,622694,622805,-,PF3D7_0812400,NA,Pf3D7_08_v3,621805,623442,-,sense
bowtie_circ_002493,Pf3D7_08_v3,628572,628730,-,PF3D7_0812500,NA,Pf3D7_08_v3,626069,628945,-,sense
bowtie_circ_001116,Pf3D7_08_v3,644305,644440,-,PF3D7_0813000,NA,Pf3D7_08_v3,643086,644885,-,sense
bowtie_circ_001963,Pf3D7_08_v3,657220,657454,+,PF3D7_0813300,NA,Pf3D7_08_v3,656078,657630,+,sense
bowtie_circ_001740,Pf3D7_08_v3,657256,657454,+,PF3D7_0813300,NA,Pf3D7_08_v3,656078,657630,+,sense
bowtie_circ_000288,Pf3D7_08_v3,657286,657454,+,PF3D7_0813300,NA,Pf3D7_08_v3,656078,657630,+,sense
bowtie_circ_002653,Pf3D7_08_v3,657289,657454,+,PF3D7_0813300,NA,Pf3D7_08_v3,656078,657630,+,sense
bowtie_circ_000300,Pf3D7_08_v3,657301,657454,+,PF3D7_0813300,NA,Pf3D7_08_v3,656078,657630,+,sense
bowtie_circ_004889,Pf3D7_08_v3,657319,657454,+,PF3D7_0813300,NA,Pf3D7_08_v3,656078,657630,+,sense
bowtie_circ_005661,Pf3D7_08_v3,657343,657454,+,PF3D7_0813300,NA,Pf3D7_08_v3,656078,657630,+,sense
bowtie_circ_000333,Pf3D7_08_v3,657346,657454,+,PF3D7_0813300,NA,Pf3D7_08_v3,656078,657630,+,sense
bowtie_circ_005127,Pf3D7_08_v3,687763,687880,+,PF3D7_0814200,NA,Pf3D7_08_v3,687340,688086,+,sense
bowtie_circ_000389,Pf3D7_08_v3,687763,687901,+,PF3D7_0814200,NA,Pf3D7_08_v3,687340,688086,+,sense
bowtie_circ_001831,Pf3D7_08_v3,687763,688033,+,PF3D7_0814200,NA,Pf3D7_08_v3,687340,688086,+,sense
bowtie_circ_000398,Pf3D7_08_v3,687799,687985,+,PF3D7_0814200,NA,Pf3D7_08_v3,687340,688086,+,sense
bowtie_circ_001046,Pf3D7_08_v3,687808,687919,+,PF3D7_0814200,NA,Pf3D7_08_v3,687340,688086,+,sense
bowtie_circ_000501,Pf3D7_08_v3,687808,687934,+,PF3D7_0814200,NA,Pf3D7_08_v3,687340,688086,+,sense
bowtie_circ_002103,Pf3D7_08_v3,687808,687949,+,PF3D7_0814200,NA,Pf3D7_08_v3,687340,688086,+,sense
bowtie_circ_004479,Pf3D7_08_v3,687808,687961,+,PF3D7_0814200,NA,Pf3D7_08_v3,687340,688086,+,sense
bowtie_circ_005671,Pf3D7_08_v3,687808,687985,+,PF3D7_0814200,NA,Pf3D7_08_v3,687340,688086,+,sense
bowtie_circ_000901,Pf3D7_08_v3,687808,687997,+,PF3D7_0814200,NA,Pf3D7_08_v3,687340,688086,+,sense
bowtie_circ_000791,Pf3D7_08_v3,687808,688009,+,PF3D7_0814200,NA,Pf3D7_08_v3,687340,688086,+,sense
bowtie_circ_005568,Pf3D7_08_v3,687808,688024,+,PF3D7_0814200,NA,Pf3D7_08_v3,687340,688086,+,sense
bowtie_circ_000531,Pf3D7_08_v3,687808,688033,+,PF3D7_0814200,NA,Pf3D7_08_v3,687340,688086,+,sense
bowtie_circ_001154,Pf3D7_08_v3,687826,687997,+,PF3D7_0814200,NA,Pf3D7_08_v3,687340,688086,+,sense
bowtie_circ_004073,Pf3D7_08_v3,687838,687985,+,PF3D7_0814200,NA,Pf3D7_08_v3,687340,688086,+,sense
bowtie_circ_000721,Pf3D7_08_v3,687880,687985,+,PF3D7_0814200,NA,Pf3D7_08_v3,687340,688086,+,sense
bowtie_circ_000538,Pf3D7_08_v3,687880,688066,+,PF3D7_0814200,NA,Pf3D7_08_v3,687340,688086,+,sense
bowtie_circ_004328,Pf3D7_08_v3,687919,688033,+,PF3D7_0814200,NA,Pf3D7_08_v3,687340,688086,+,sense
bowtie_circ_002110,Pf3D7_08_v3,687919,688054,+,PF3D7_0814200,NA,Pf3D7_08_v3,687340,688086,+,sense
bowtie_circ_005517,Pf3D7_08_v3,687961,688066,+,PF3D7_0814200,NA,Pf3D7_08_v3,687340,688086,+,sense
bowtie_circ_002271,Pf3D7_08_v3,718256,718367,-,PF3D7_0815200,NA,Pf3D7_08_v3,717113,719746,+,antisense
bowtie_circ_001243,Pf3D7_08_v3,718424,718573,+,PF3D7_0815200,NA,Pf3D7_08_v3,717113,719746,+,sense
bowtie_circ_005286,Pf3D7_08_v3,726298,726489,-,PF3D7_0815400,NA,Pf3D7_08_v3,725781,726502,-,sense
bowtie_circ_003311,Pf3D7_08_v3,730070,731138,-,PF3D7_0815600,NA,Pf3D7_08_v3,729917,732187,-,sense
bowtie_circ_003909,Pf3D7_08_v3,764594,764741,-,PF3D7_0816600,NA,Pf3D7_08_v3,762118,765330,-,sense
Pf3D7lncRNA_0854,Pf3D7_08_v3,794765,795113,+,PF3D7_0817400,NA,Pf3D7_08_v3,794287,797806,-,antisense
bowtie_circ_002960,Pf3D7_08_v3,795649,795852,-,PF3D7_0817400,NA,Pf3D7_08_v3,794287,797806,-,sense
bowtie_circ_000567,Pf3D7_08_v3,799030,799503,+,PF3D7_0817500,NA,Pf3D7_08_v3,798777,800205,+,sense
