lnc_id,Chr,Start,End,Strand
TCONS_00003820,Pf3D7_08_v3,1388744,1390853,-
TCONS_00003538,Pf3D7_08_v3,1464874,1471247,+
TCONS_00004142,Pf3D7_09_v3,250,5992,-
TCONS_00003842,Pf3D7_09_v3,116931,118021,+
TCONS_00004178,Pf3D7_09_v3,136715,137941,-
TCONS_00003848,Pf3D7_09_v3,160449,161527,+
TCONS_00004180,Pf3D7_09_v3,160493,161848,-
TCONS_00004181,Pf3D7_09_v3,167239,167697,-
TCONS_00003862,Pf3D7_09_v3,244403,245074,+
TCONS_00003864,Pf3D7_09_v3,276453,276865,+
TCONS_00004211,Pf3D7_09_v3,315917,316914,-
TCONS_00003870,Pf3D7_09_v3,317038,317729,+
TCONS_00004214,Pf3D7_09_v3,324901,327877,-
TCONS_00003880,Pf3D7_09_v3,344359,345446,+
TCONS_00003882,Pf3D7_09_v3,358824,359949,+
TCONS_00003892,Pf3D7_09_v3,438821,440277,+
TCONS_00004247,Pf3D7_09_v3,462845,463346,-
TCONS_00003915,Pf3D7_09_v3,554416,555390,+
TCONS_00004282,Pf3D7_09_v3,604664,605159,-
TCONS_00003933,Pf3D7_09_v3,606280,606985,+
TCONS_00003944,Pf3D7_09_v3,672962,673440,+
TCONS_00004305,Pf3D7_09_v3,700026,702951,-
TCONS_00003950,Pf3D7_09_v3,700986,702866,+
TCONS_00004313,Pf3D7_09_v3,744731,745338,-
TCONS_00003964,Pf3D7_09_v3,745357,746396,+
TCONS_00003975,Pf3D7_09_v3,775041,776328,+
TCONS_00004323,Pf3D7_09_v3,783596,785602,-
TCONS_00003991,Pf3D7_09_v3,840394,841366,+
TCONS_00004340,Pf3D7_09_v3,901354,901755,-
TCONS_00004021,Pf3D7_09_v3,969814,971346,+
TCONS_00004353,Pf3D7_09_v3,970064,971211,-
TCONS_00004022,Pf3D7_09_v3,971696,972008,+
TCONS_00004039,Pf3D7_09_v3,1031769,1032960,+
TCONS_00004049,Pf3D7_09_v3,1059505,1060119,+
TCONS_00004050,Pf3D7_09_v3,1061116,1062223,+
TCONS_00004417,Pf3D7_09_v3,1285191,1285943,-
TCONS_00004438,Pf3D7_09_v3,1352758,1353715,-
TCONS_00004445,Pf3D7_09_v3,1375632,1376015,-
TCONS_00004447,Pf3D7_09_v3,1381967,1382502,-
TCONS_00004448,Pf3D7_09_v3,1384459,1386609,-
TCONS_00004449,Pf3D7_09_v3,1393611,1399978,-
TCONS_00004450,Pf3D7_09_v3,1395810,1399978,-
TCONS_00004451,Pf3D7_09_v3,1402757,1403564,-
TCONS_00004122,Pf3D7_09_v3,1425168,1426852,+
TCONS_00004124,Pf3D7_09_v3,1432152,1433084,+
TCONS_00004125,Pf3D7_09_v3,1439082,1440435,+
TCONS_00004141,Pf3D7_09_v3,1533633,1539820,+
TCONS_00004792,Pf3D7_10_v3,840,8205,-
TCONS_00004793,Pf3D7_10_v3,9947,25878,-
TCONS_00004467,Pf3D7_10_v3,26592,27614,+
TCONS_00004475,Pf3D7_10_v3,79429,80089,+
TCONS_00004476,Pf3D7_10_v3,82821,84587,+
TCONS_00004477,Pf3D7_10_v3,98178,99253,+
TCONS_00004478,Pf3D7_10_v3,101897,103023,+
TCONS_00004825,Pf3D7_10_v3,109013,109802,-
TCONS_00005147,Pf3D7_10_v3,110012,110325,.
TCONS_00004826,Pf3D7_10_v3,110342,111814,-
TCONS_00004828,Pf3D7_10_v3,118961,119913,-
TCONS_00004493,Pf3D7_10_v3,162495,163190,+
TCONS_00004508,Pf3D7_10_v3,264454,265196,+
TCONS_00004869,Pf3D7_10_v3,306546,307059,-
TCONS_00004525,Pf3D7_10_v3,308766,309398,+
TCONS_00004531,Pf3D7_10_v3,349934,350732,+
TCONS_00004539,Pf3D7_10_v3,386071,386688,+
TCONS_00004547,Pf3D7_10_v3,421820,422619,+
TCONS_00004894,Pf3D7_10_v3,451121,452902,-
TCONS_00004559,Pf3D7_10_v3,477472,478240,+
TCONS_00004560,Pf3D7_10_v3,485006,486622,+
TCONS_00004909,Pf3D7_10_v3,507505,508695,-
TCONS_00004565,Pf3D7_10_v3,508871,509650,+
TCONS_00004568,Pf3D7_10_v3,524098,524882,+
TCONS_00004581,Pf3D7_10_v3,591085,592430,+
TCONS_00004919,Pf3D7_10_v3,591579,592774,-
TCONS_00004596,Pf3D7_10_v3,654680,655733,+
TCONS_00004598,Pf3D7_10_v3,673353,674106,+
TCONS_00004599,Pf3D7_10_v3,679100,680117,+
TCONS_00004964,Pf3D7_10_v3,755446,756025,-
TCONS_00004968,Pf3D7_10_v3,782357,783045,-
TCONS_00004969,Pf3D7_10_v3,784243,785362,-
TCONS_00004632,Pf3D7_10_v3,914071,915622,+
TCONS_00005000,Pf3D7_10_v3,914886,916250,-
TCONS_00004633,Pf3D7_10_v3,917762,918439,+
TCONS_00004636,Pf3D7_10_v3,929719,930837,+
TCONS_00004640,Pf3D7_10_v3,954242,955033,+
TCONS_00005016,Pf3D7_10_v3,1010076,1011315,-
TCONS_00004649,Pf3D7_10_v3,1011335,1012352,+
TCONS_00004665,Pf3D7_10_v3,1120181,1121248,+
TCONS_00005045,Pf3D7_10_v3,1120746,1121375,-
TCONS_00004670,Pf3D7_10_v3,1144600,1145634,+
TCONS_00004673,Pf3D7_10_v3,1152188,1152992,+
TCONS_00005089,Pf3D7_10_v3,1279289,1279848,-
TCONS_00004721,Pf3D7_10_v3,1332182,1332635,+
TCONS_00005104,Pf3D7_10_v3,1333015,1333549,-
TCONS_00005120,Pf3D7_10_v3,1416914,1419146,-
TCONS_00005127,Pf3D7_10_v3,1459862,1460713,-
TCONS_00004755,Pf3D7_10_v3,1460039,1461081,+
TCONS_00004759,Pf3D7_10_v3,1486348,1487602,+
TCONS_00004791,Pf3D7_10_v3,1680399,1685498,+
TCONS_00005582,Pf3D7_11_v3,992,7445,-
TCONS_00005600,Pf3D7_11_v3,126828,127676,-
TCONS_00005164,Pf3D7_11_v3,133895,135457,+
TCONS_00005607,Pf3D7_11_v3,161656,162156,-
TCONS_00005621,Pf3D7_11_v3,211163,211810,-
TCONS_00005180,Pf3D7_11_v3,222711,224445,+
TCONS_00005624,Pf3D7_11_v3,223517,224724,-
TCONS_00005183,Pf3D7_11_v3,238017,238975,+
TCONS_00005185,Pf3D7_11_v3,245549,246184,+
TCONS_00005633,Pf3D7_11_v3,245572,246102,-
TCONS_00005634,Pf3D7_11_v3,249376,249836,-
TCONS_00005645,Pf3D7_11_v3,313546,315240,-
TCONS_00005646,Pf3D7_11_v3,314323,315240,-
TCONS_00005210,Pf3D7_11_v3,338900,342130,+
TCONS_00005222,Pf3D7_11_v3,372060,373094,+
TCONS_00005692,Pf3D7_11_v3,512582,516289,-
TCONS_00005702,Pf3D7_11_v3,573695,574365,-
TCONS_00005281,Pf3D7_11_v3,595101,595947,+
TCONS_00005282,Pf3D7_11_v3,598676,599637,+
TCONS_00005288,Pf3D7_11_v3,634774,635654,+
TCONS_00005289,Pf3D7_11_v3,642369,643515,+
TCONS_00005758,Pf3D7_11_v3,763004,763976,-
TCONS_00005328,Pf3D7_11_v3,818221,819541,+
TCONS_00005339,Pf3D7_11_v3,906196,906652,+
TCONS_00005340,Pf3D7_11_v3,907777,908610,+
TCONS_00005781,Pf3D7_11_v3,933859,934675,-
TCONS_00005359,Pf3D7_11_v3,978485,980411,+
TCONS_00005795,Pf3D7_11_v3,980400,981231,-
TCONS_00005374,Pf3D7_11_v3,1059106,1059759,+
TCONS_00005834,Pf3D7_11_v3,1123622,1124640,-
TCONS_00005864,Pf3D7_11_v3,1288974,1289759,-
TCONS_00005867,Pf3D7_11_v3,1306794,1307968,-
TCONS_00005438,Pf3D7_11_v3,1364916,1366477,+
TCONS_00005451,Pf3D7_11_v3,1420677,1421324,+
TCONS_00005453,Pf3D7_11_v3,1438063,1438884,+
TCONS_00005454,Pf3D7_11_v3,1439523,1440496,+
TCONS_00005459,Pf3D7_11_v3,1452995,1454261,+
TCONS_00005460,Pf3D7_11_v3,1454925,1456017,+
TCONS_00005916,Pf3D7_11_v3,1565567,1566351,-
TCONS_00005917,Pf3D7_11_v3,1566683,1567325,-
TCONS_00005477,Pf3D7_11_v3,1567736,1568712,+
TCONS_00005502,Pf3D7_11_v3,1707310,1707808,+
TCONS_00005951,Pf3D7_11_v3,1725662,1726941,-
TCONS_00005508,Pf3D7_11_v3,1727564,1728716,+
TCONS_00005532,Pf3D7_11_v3,1804529,1805512,+
TCONS_00005977,Pf3D7_11_v3,1805745,1806653,-
TCONS_00005533,Pf3D7_11_v3,1806392,1806934,+
TCONS_00005557,Pf3D7_11_v3,1923091,1924340,+
TCONS_00005564,Pf3D7_11_v3,1948245,1949506,+
TCONS_00005574,Pf3D7_11_v3,1987831,1990215,+
TCONS_00006460,Pf3D7_12_v3,569,7352,-
TCONS_00006011,Pf3D7_12_v3,65756,67058,+
TCONS_00006476,Pf3D7_12_v3,87052,87937,-
TCONS_00006021,Pf3D7_12_v3,156157,157231,+
TCONS_00006494,Pf3D7_12_v3,156552,157425,-
TCONS_00006024,Pf3D7_12_v3,164910,166026,+
TCONS_00006520,Pf3D7_12_v3,228177,228801,-
TCONS_00006523,Pf3D7_12_v3,237505,238635,-
TCONS_00006044,Pf3D7_12_v3,240299,241168,+
TCONS_00006525,Pf3D7_12_v3,254282,255302,-
TCONS_00006051,Pf3D7_12_v3,269030,270101,+
TCONS_00006535,Pf3D7_12_v3,303537,306490,-
TCONS_00006055,Pf3D7_12_v3,306824,308064,+
TCONS_00006072,Pf3D7_12_v3,412876,413814,+
TCONS_00006130,Pf3D7_12_v3,652893,653400,+
TCONS_00006629,Pf3D7_12_v3,689571,691248,-
TCONS_00006139,Pf3D7_12_v3,689829,690850,+
TCONS_00006656,Pf3D7_12_v3,832704,833448,-
TCONS_00006659,Pf3D7_12_v3,844900,845967,-
TCONS_00006669,Pf3D7_12_v3,886736,887260,-
TCONS_00006176,Pf3D7_12_v3,886990,888672,+
TCONS_00006671,Pf3D7_12_v3,914951,916510,-
TCONS_00006672,Pf3D7_12_v3,916637,917220,-
TCONS_00006186,Pf3D7_12_v3,930050,931183,+
TCONS_00006686,Pf3D7_12_v3,979282,979971,-
TCONS_00006207,Pf3D7_12_v3,1071787,1072247,+
TCONS_00006704,Pf3D7_12_v3,1083774,1084147,-
TCONS_00006705,Pf3D7_12_v3,1084409,1084848,-
TCONS_00006215,Pf3D7_12_v3,1123344,1123687,+
TCONS_00006245,Pf3D7_12_v3,1280862,1282041,+
TCONS_00006748,Pf3D7_12_v3,1307491,1308898,-
TCONS_00006749,Pf3D7_12_v3,1309653,1310777,-
TCONS_00006259,Pf3D7_12_v3,1383510,1385260,+
TCONS_00006272,Pf3D7_12_v3,1468826,1469867,+
TCONS_00006281,Pf3D7_12_v3,1510259,1511396,+
TCONS_00006285,Pf3D7_12_v3,1528895,1529749,+
TCONS_00006796,Pf3D7_12_v3,1570738,1571305,-
TCONS_00006300,Pf3D7_12_v3,1585282,1585897,+
TCONS_00006808,Pf3D7_12_v3,1617821,1618945,-
TCONS_00006811,Pf3D7_12_v3,1624286,1624977,-
TCONS_00006310,Pf3D7_12_v3,1630267,1631640,+
TCONS_00006311,Pf3D7_12_v3,1632138,1632710,+
TCONS_00006312,Pf3D7_12_v3,1633290,1633573,+
TCONS_00006323,Pf3D7_12_v3,1718594,1719221,+
TCONS_00006343,Pf3D7_12_v3,1823080,1824499,+
TCONS_00006840,Pf3D7_12_v3,1823139,1824870,-
TCONS_00006854,Pf3D7_12_v3,1918208,1919412,-
TCONS_00006370,Pf3D7_12_v3,1922189,1923497,+
TCONS_00006371,Pf3D7_12_v3,1922196,1923497,+
TCONS_00006855,Pf3D7_12_v3,1929739,1930741,-
TCONS_00006385,Pf3D7_12_v3,1957805,1958829,+
TCONS_00006388,Pf3D7_12_v3,1967271,1967928,+
TCONS_00006398,Pf3D7_12_v3,1986288,1987499,+
TCONS_00006874,Pf3D7_12_v3,1991681,1992639,-
TCONS_00006427,Pf3D7_12_v3,2123613,2124418,+
TCONS_00006429,Pf3D7_12_v3,2131334,2133618,+
TCONS_00006430,Pf3D7_12_v3,2131334,2133618,+
TCONS_00006906,Pf3D7_12_v3,2133693,2134543,-
TCONS_00006432,Pf3D7_12_v3,2147449,2150043,+
TCONS_00006910,Pf3D7_12_v3,2156907,2158537,-
TCONS_00006438,Pf3D7_12_v3,2164402,2165451,+
TCONS_00006912,Pf3D7_12_v3,2164445,2165816,-
TCONS_00006459,Pf3D7_12_v3,2264917,2270358,+
TCONS_00007519,Pf3D7_13_v3,2634,3696,-
TCONS_00006924,Pf3D7_13_v3,96033,96963,+
TCONS_00007537,Pf3D7_13_v3,96043,97671,-
TCONS_00006925,Pf3D7_13_v3,98207,99015,+
TCONS_00006928,Pf3D7_13_v3,115422,115958,+
TCONS_00006929,Pf3D7_13_v3,118099,119667,+
TCONS_00006931,Pf3D7_13_v3,125212,125654,+
TCONS_00007587,Pf3D7_13_v3,338562,339289,-
TCONS_00006976,Pf3D7_13_v3,422625,423773,+
TCONS_00006995,Pf3D7_13_v3,492007,493079,+
TCONS_00007006,Pf3D7_13_v3,535236,536452,+
TCONS_00007633,Pf3D7_13_v3,545886,546788,-
TCONS_00007671,Pf3D7_13_v3,705596,707646,-
TCONS_00007070,Pf3D7_13_v3,835620,836474,+
TCONS_00007081,Pf3D7_13_v3,896061,896889,+
TCONS_00007122,Pf3D7_13_v3,1069858,1070785,+
TCONS_00007765,Pf3D7_13_v3,1197963,1198787,-
TCONS_00007780,Pf3D7_13_v3,1247466,1248550,-
TCONS_00007147,Pf3D7_13_v3,1249046,1249783,+
TCONS_00007148,Pf3D7_13_v3,1250451,1251468,+
TCONS_00007796,Pf3D7_13_v3,1305567,1306144,-
TCONS_00007171,Pf3D7_13_v3,1322425,1323584,+
TCONS_00007821,Pf3D7_13_v3,1396385,1397088,-
TCONS_00007834,Pf3D7_13_v3,1426176,1426749,-
TCONS_00007216,Pf3D7_13_v3,1532205,1533698,+
TCONS_00007855,Pf3D7_13_v3,1546135,1547911,-
TCONS_00007865,Pf3D7_13_v3,1578643,1580257,-
TCONS_00007225,Pf3D7_13_v3,1579709,1580296,+
TCONS_00007897,Pf3D7_13_v3,1694430,1694883,-
TCONS_00007899,Pf3D7_13_v3,1702875,1703409,-
TCONS_00007249,Pf3D7_13_v3,1703402,1704217,+
TCONS_00007252,Pf3D7_13_v3,1712220,1713128,+
TCONS_00007902,Pf3D7_13_v3,1713167,1714225,-
TCONS_00007909,Pf3D7_13_v3,1754293,1755648,-
TCONS_00007261,Pf3D7_13_v3,1782288,1783347,+
TCONS_00007920,Pf3D7_13_v3,1824260,1825156,-
TCONS_00007297,Pf3D7_13_v3,1975338,1976219,+
TCONS_00007964,Pf3D7_13_v3,2049971,2050919,-
TCONS_00007320,Pf3D7_13_v3,2058845,2059278,+
TCONS_00007330,Pf3D7_13_v3,2117092,2118094,+
TCONS_00007331,Pf3D7_13_v3,2122683,2123506,+
TCONS_00007332,Pf3D7_13_v3,2127001,2127768,+
TCONS_00007977,Pf3D7_13_v3,2127904,2129012,-
TCONS_00007337,Pf3D7_13_v3,2148235,2149468,+
TCONS_00007342,Pf3D7_13_v3,2172151,2173371,+
TCONS_00007354,Pf3D7_13_v3,2211638,2212190,+
TCONS_00008000,Pf3D7_13_v3,2246632,2247283,-
TCONS_00007387,Pf3D7_13_v3,2328333,2329040,+
TCONS_00008018,Pf3D7_13_v3,2365386,2366481,-
TCONS_00007395,Pf3D7_13_v3,2367589,2369611,+
TCONS_00007396,Pf3D7_13_v3,2370086,2370671,+
TCONS_00007397,Pf3D7_13_v3,2370889,2371139,+
TCONS_00008019,Pf3D7_13_v3,2377993,2379044,-
TCONS_00008066,Pf3D7_13_v3,2627042,2627807,-
TCONS_00007456,Pf3D7_13_v3,2653727,2654846,+
TCONS_00007473,Pf3D7_13_v3,2717104,2717668,+
TCONS_00007476,Pf3D7_13_v3,2736837,2738164,+
TCONS_00008101,Pf3D7_13_v3,2784581,2786495,-
TCONS_00007500,Pf3D7_13_v3,2827370,2829426,+
TCONS_00007518,Pf3D7_13_v3,2914041,2921346,+
TCONS_00008110,Pf3D7_14_v3,44486,45398,+
TCONS_00008112,Pf3D7_14_v3,55243,55988,+
TCONS_00008114,Pf3D7_14_v3,59755,61221,+
TCONS_00008115,Pf3D7_14_v3,64721,66229,+
TCONS_00008136,Pf3D7_14_v3,168679,168934,+
TCONS_00008839,Pf3D7_14_v3,216250,216913,-
TCONS_00008847,Pf3D7_14_v3,277674,278545,-
TCONS_00008849,Pf3D7_14_v3,290608,291304,-
TCONS_00008850,Pf3D7_14_v3,295510,296332,-
TCONS_00008852,Pf3D7_14_v3,306040,308431,-
TCONS_00008171,Pf3D7_14_v3,308979,311283,+
TCONS_00008855,Pf3D7_14_v3,318405,319415,-
TCONS_00008856,Pf3D7_14_v3,321142,321820,-
TCONS_00008181,Pf3D7_14_v3,368024,369190,+
TCONS_00008867,Pf3D7_14_v3,380740,381954,-
TCONS_00008868,Pf3D7_14_v3,386407,388172,-
TCONS_00008186,Pf3D7_14_v3,388206,388574,+
TCONS_00008197,Pf3D7_14_v3,432276,433242,+
TCONS_00008202,Pf3D7_14_v3,457054,457746,+
TCONS_00008217,Pf3D7_14_v3,519315,520181,+
TCONS_00008892,Pf3D7_14_v3,519682,520623,-
TCONS_00008903,Pf3D7_14_v3,556652,557802,-
TCONS_00008906,Pf3D7_14_v3,566003,566496,-
TCONS_00008907,Pf3D7_14_v3,566830,567389,-
TCONS_00008908,Pf3D7_14_v3,568465,569185,-
TCONS_00009434,Pf3D7_14_v3,639017,639860,.
TCONS_00008253,Pf3D7_14_v3,748863,749866,+
TCONS_00008270,Pf3D7_14_v3,812761,813307,+
TCONS_00008956,Pf3D7_14_v3,856488,858315,-
TCONS_00008278,Pf3D7_14_v3,869658,870212,+
TCONS_00008960,Pf3D7_14_v3,869689,870209,-
TCONS_00008976,Pf3D7_14_v3,920194,920655,-
TCONS_00008289,Pf3D7_14_v3,927563,929230,+
TCONS_00008981,Pf3D7_14_v3,964925,965838,-
TCONS_00008299,Pf3D7_14_v3,966107,966776,+
TCONS_00008988,Pf3D7_14_v3,976265,977192,-
TCONS_00008316,Pf3D7_14_v3,1015251,1015825,+
TCONS_00008317,Pf3D7_14_v3,1017972,1018619,+
TCONS_00008318,Pf3D7_14_v3,1020262,1021088,+
TCONS_00009011,Pf3D7_14_v3,1041392,1042301,-
TCONS_00008331,Pf3D7_14_v3,1089604,1092534,+
TCONS_00009021,Pf3D7_14_v3,1090041,1091713,-
TCONS_00008337,Pf3D7_14_v3,1107278,1108396,+
TCONS_00009045,Pf3D7_14_v3,1229206,1230133,-
TCONS_00008365,Pf3D7_14_v3,1237922,1238725,+
TCONS_00009049,Pf3D7_14_v3,1241787,1242606,-
TCONS_00009053,Pf3D7_14_v3,1259180,1260042,-
TCONS_00009054,Pf3D7_14_v3,1259180,1260246,-
TCONS_00008378,Pf3D7_14_v3,1331201,1331829,+
TCONS_00009071,Pf3D7_14_v3,1338292,1339139,-
TCONS_00009079,Pf3D7_14_v3,1370244,1371825,-
TCONS_00009100,Pf3D7_14_v3,1455901,1456737,-
TCONS_00009103,Pf3D7_14_v3,1475539,1476386,-
TCONS_00008406,Pf3D7_14_v3,1476528,1477501,+
TCONS_00009104,Pf3D7_14_v3,1476986,1477733,-
TCONS_00009111,Pf3D7_14_v3,1510883,1511702,-
TCONS_00008421,Pf3D7_14_v3,1540045,1540856,+
TCONS_00009122,Pf3D7_14_v3,1603663,1604086,-
TCONS_00008434,Pf3D7_14_v3,1604514,1604999,+
TCONS_00008435,Pf3D7_14_v3,1605374,1606418,+
TCONS_00009140,Pf3D7_14_v3,1674886,1677559,-
TCONS_00008477,Pf3D7_14_v3,1865906,1866573,+
TCONS_00009178,Pf3D7_14_v3,1868980,1869515,-
TCONS_00008480,Pf3D7_14_v3,1870107,1871123,+
TCONS_00009183,Pf3D7_14_v3,1883088,1883975,-
TCONS_00008486,Pf3D7_14_v3,1895343,1897884,+
TCONS_00009188,Pf3D7_14_v3,1904858,1905611,-
TCONS_00008490,Pf3D7_14_v3,1918682,1919352,+
TCONS_00008495,Pf3D7_14_v3,1939624,1940286,+
TCONS_00008497,Pf3D7_14_v3,1945629,1946911,+
TCONS_00009204,Pf3D7_14_v3,1977544,1978143,-
TCONS_00009213,Pf3D7_14_v3,2006955,2007860,-
TCONS_00009216,Pf3D7_14_v3,2029233,2029912,-
TCONS_00009230,Pf3D7_14_v3,2087959,2089099,-
TCONS_00009232,Pf3D7_14_v3,2100217,2102154,-
TCONS_00008520,Pf3D7_14_v3,2100726,2102181,+
TCONS_00008521,Pf3D7_14_v3,2103146,2103911,+
TCONS_00009238,Pf3D7_14_v3,2121698,2122709,-
TCONS_00008554,Pf3D7_14_v3,2252775,2254406,+
TCONS_00008555,Pf3D7_14_v3,2253396,2254406,+
TCONS_00008568,Pf3D7_14_v3,2349221,2350378,+
TCONS_00008570,Pf3D7_14_v3,2362746,2363238,+
TCONS_00009288,Pf3D7_14_v3,2374207,2374731,-
TCONS_00009306,Pf3D7_14_v3,2471387,2472980,-
TCONS_00009305,Pf3D7_14_v3,2471387,2472980,-
TCONS_00009317,Pf3D7_14_v3,2541707,2543366,-
TCONS_00008613,Pf3D7_14_v3,2555604,2556666,+
TCONS_00009320,Pf3D7_14_v3,2555821,2557540,-
TCONS_00008625,Pf3D7_14_v3,2591139,2591936,+
TCONS_00008635,Pf3D7_14_v3,2648358,2649606,+
TCONS_00008641,Pf3D7_14_v3,2707805,2708979,+
TCONS_00009351,Pf3D7_14_v3,2718601,2720757,-
TCONS_00009352,Pf3D7_14_v3,2720825,2721732,-
TCONS_00008643,Pf3D7_14_v3,2720982,2722190,+
TCONS_00009355,Pf3D7_14_v3,2728141,2728717,-
TCONS_00008659,Pf3D7_14_v3,2770189,2770520,+
TCONS_00008663,Pf3D7_14_v3,2798255,2799292,+
TCONS_00009361,Pf3D7_14_v3,2800812,2801842,-
TCONS_00008670,Pf3D7_14_v3,2807367,2808218,+
TCONS_00009371,Pf3D7_14_v3,2842734,2843641,-
TCONS_00008676,Pf3D7_14_v3,2844117,2844913,+
TCONS_00009382,Pf3D7_14_v3,2907715,2908393,-
TCONS_00008692,Pf3D7_14_v3,2908672,2909857,+
TCONS_00009391,Pf3D7_14_v3,2952862,2953281,-
TCONS_00008713,Pf3D7_14_v3,2996600,2996938,+
TCONS_00008714,Pf3D7_14_v3,3006504,3007020,+
TCONS_00008723,Pf3D7_14_v3,3069382,3071317,+
TCONS_00009419,Pf3D7_14_v3,3136517,3137409,-
TCONS_00009424,Pf3D7_14_v3,3186049,3186795,-
TCONS_00009425,Pf3D7_14_v3,3187016,3187567,-
Pf3D7lncRNA_0002,Pf3D7_01_v3,35650,37480,+
Pf3D7lncRNA_0003,Pf3D7_01_v3,36755,37873,-
Pf3D7lncRNA_0004,Pf3D7_01_v3,37714,38533,+
Pf3D7lncRNA_0005,Pf3D7_01_v3,50264,52333,-
Pf3D7lncRNA_0006,Pf3D7_01_v3,52958,55243,+
Pf3D7lncRNA_0007,Pf3D7_01_v3,79385,80652,-
Pf3D7lncRNA_0008,Pf3D7_01_v3,80752,81178,+
Pf3D7lncRNA_0009,Pf3D7_01_v3,96107,96323,-
Pf3D7lncRNA_0010,Pf3D7_01_v3,97137,97571,-
Pf3D7lncRNA_0011,Pf3D7_01_v3,102527,103846,-
Pf3D7lncRNA_0012,Pf3D7_01_v3,110148,111382,+
Pf3D7lncRNA_0014,Pf3D7_01_v3,118481,118720,+
Pf3D7lncRNA_0015,Pf3D7_01_v3,122955,123291,+
Pf3D7lncRNA_0016,Pf3D7_01_v3,139571,143564,+
Pf3D7lncRNA_0017,Pf3D7_01_v3,177023,177331,-
Pf3D7lncRNA_0018,Pf3D7_01_v3,181020,182140,-
Pf3D7lncRNA_0019,Pf3D7_01_v3,185377,186081,-
Pf3D7lncRNA_0020,Pf3D7_01_v3,185921,186656,+
Pf3D7lncRNA_0021,Pf3D7_01_v3,187199,188722,-
Pf3D7lncRNA_0022,Pf3D7_01_v3,200368,201357,-
Pf3D7lncRNA_0023,Pf3D7_01_v3,213865,214631,+
Pf3D7lncRNA_0024,Pf3D7_01_v3,215113,220264,-
Pf3D7lncRNA_0025,Pf3D7_01_v3,226058,226581,+
Pf3D7lncRNA_0026,Pf3D7_01_v3,227820,229292,+
Pf3D7lncRNA_0027,Pf3D7_01_v3,235227,235501,+
Pf3D7lncRNA_0028,Pf3D7_01_v3,248312,250015,+
Pf3D7lncRNA_0029,Pf3D7_01_v3,259573,261650,+
Pf3D7lncRNA_0030,Pf3D7_01_v3,264617,266219,+
Pf3D7lncRNA_0031,Pf3D7_01_v3,269747,271921,+
Pf3D7lncRNA_0032,Pf3D7_01_v3,273207,273555,-
Pf3D7lncRNA_0033,Pf3D7_01_v3,285497,286576,-
Pf3D7lncRNA_0034,Pf3D7_01_v3,287008,289754,-
Pf3D7lncRNA_0036,Pf3D7_01_v3,302174,302388,-
Pf3D7lncRNA_0037,Pf3D7_01_v3,310751,312527,+
Pf3D7lncRNA_0038,Pf3D7_01_v3,313151,313647,+
Pf3D7lncRNA_0039,Pf3D7_01_v3,332564,334127,-
Pf3D7lncRNA_0040,Pf3D7_01_v3,334492,336092,+
Pf3D7lncRNA_0041,Pf3D7_01_v3,334633,335787,-
Pf3D7lncRNA_0042,Pf3D7_01_v3,360346,362684,-
Pf3D7lncRNA_0044,Pf3D7_01_v3,370945,374130,+
Pf3D7lncRNA_0045,Pf3D7_01_v3,377175,377551,+
Pf3D7lncRNA_0046,Pf3D7_01_v3,381523,382511,-
Pf3D7lncRNA_0048,Pf3D7_01_v3,404966,405435,-
Pf3D7lncRNA_0049,Pf3D7_01_v3,415726,416995,+
Pf3D7lncRNA_0051,Pf3D7_01_v3,428064,430377,+
Pf3D7lncRNA_0053,Pf3D7_01_v3,461361,461957,+
Pf3D7lncRNA_0054,Pf3D7_01_v3,462643,463093,-
Pf3D7lncRNA_0055,Pf3D7_01_v3,469762,472065,-
Pf3D7lncRNA_0056,Pf3D7_01_v3,491790,492939,+
Pf3D7lncRNA_0057,Pf3D7_01_v3,518213,519604,-
Pf3D7lncRNA_0058,Pf3D7_01_v3,535147,536471,-
Pf3D7lncRNA_0059,Pf3D7_01_v3,538808,539787,+
Pf3D7lncRNA_0060,Pf3D7_01_v3,540698,541407,+
Pf3D7lncRNA_0061,Pf3D7_01_v3,557748,558875,+
Pf3D7lncRNA_0062,Pf3D7_01_v3,563269,564823,+
Pf3D7lncRNA_0063,Pf3D7_01_v3,584584,585608,+
Pf3D7lncRNA_0064,Pf3D7_01_v3,585740,586863,+
Pf3D7lncRNA_0065,Pf3D7_01_v3,603933,605963,-
Pf3D7lncRNA_0066,Pf3D7_01_v3,606055,606356,-
Pf3D7lncRNA_0067,Pf3D7_01_v3,606448,606799,-
Pf3D7lncRNA_0068,Pf3D7_01_v3,606656,607615,+
Pf3D7lncRNA_0071,Pf3D7_02_v3,29673,31543,+
Pf3D7lncRNA_0072,Pf3D7_02_v3,31199,31916,-
Pf3D7lncRNA_0073,Pf3D7_02_v3,58174,58798,+
Pf3D7lncRNA_0074,Pf3D7_02_v3,90011,90471,+
Pf3D7lncRNA_0075,Pf3D7_02_v3,108875,111051,+
Pf3D7lncRNA_0076,Pf3D7_02_v3,115746,116789,-
Pf3D7lncRNA_0077,Pf3D7_02_v3,118640,119297,-
Pf3D7lncRNA_0078,Pf3D7_02_v3,138885,141405,-
Pf3D7lncRNA_0079,Pf3D7_02_v3,149109,149896,+
Pf3D7lncRNA_0080,Pf3D7_02_v3,164673,165546,-
