seqnames,start,end,width,strand,score,dominant_ctss.seqnames,dominant_ctss.pos,dominant_ctss.strand,dominant_ctss.score,nr_ctss,annotation,genes,q_0.1,q_0.9,interquantile_width
Pf3D7_14_v3,2683890,2684107,218,+,589.208801497098,Pf3D7_14_v3,2683967,+,47.1947779670989,54,unknown,,18,203,186
Pf3D7_14_v3,2797071,2797073,3,+,44.1407961206787,Pf3D7_14_v3,2797072,+,26.3241106269748,3,unknown,,1,3,3
Pf3D7_14_v3,2802435,2802448,14,+,67.2310386515335,Pf3D7_14_v3,2802436,+,22.5981536512996,7,unknown,,1,12,12
Pf3D7_14_v3,2842154,2842156,3,+,36.6447848244186,Pf3D7_14_v3,2842155,+,16.929662171181,3,unknown,,1,3,3
Pf3D7_14_v3,2879216,2879225,10,+,94.2428647169858,Pf3D7_14_v3,2879217,+,38.2666613001235,7,unknown,,1,9,9
Pf3D7_14_v3,2897502,2897570,69,+,244.958425643052,Pf3D7_14_v3,2897550,+,45.370816587072,20,unknown,,30,67,38
Pf3D7_14_v3,2905206,2905281,76,+,429.665968084526,Pf3D7_14_v3,2905250,+,29.9528002169133,34,unknown,,3,74,72
Pf3D7_14_v3,2945111,2945181,71,+,175.825293589215,Pf3D7_14_v3,2945173,+,19.9794614171671,25,unknown,,5,64,60
Pf3D7_14_v3,53615,53622,8,-,107.160198055105,Pf3D7_14_v3,53616,-,24.1174985354937,8,unknown,PF3D7_1401400,2,7,6
Pf3D7_14_v3,172301,172305,5,-,52.9784514457181,Pf3D7_14_v3,172302,-,16.7478205893249,5,unknown,,1,4,4
Pf3D7_14_v3,283507,283555,49,-,47.8413364204765,Pf3D7_14_v3,283509,-,18.7581663290599,5,unknown,,3,5,3
Pf3D7_14_v3,323331,323483,153,-,557.35066412241,Pf3D7_14_v3,323340,-,99.6234894359509,39,unknown,,4,117,114
Pf3D7_14_v3,418855,418893,39,-,119.209345495089,Pf3D7_14_v3,418862,-,16.3207387349956,19,unknown,,7,36,30
Pf3D7_14_v3,441688,441783,96,-,133.279932755183,Pf3D7_14_v3,441689,-,23.546221489085,14,unknown,,2,95,94
Pf3D7_14_v3,570488,570533,46,-,115.448631385904,Pf3D7_14_v3,570533,-,52.650231234838,6,unknown,,2,46,45
Pf3D7_14_v3,570809,570834,26,-,216.141295718788,Pf3D7_14_v3,570822,-,41.5839581336688,16,unknown,,5,16,12
Pf3D7_14_v3,571412,571417,6,-,189.77243692187,Pf3D7_14_v3,571416,-,83.8213579155639,6,unknown,,2,5,4
Pf3D7_14_v3,577032,577049,18,-,26.5783421131438,Pf3D7_14_v3,577048,-,13.7354693783099,4,unknown,,2,18,17
Pf3D7_14_v3,667436,667440,5,-,57.8183076196986,Pf3D7_14_v3,667437,-,19.6809872049048,5,unknown,,2,5,4
Pf3D7_14_v3,782207,782363,157,-,444.604275252207,Pf3D7_14_v3,782363,-,64.5509847485605,48,unknown,PF3D7_1418800,28,157,130
Pf3D7_14_v3,858907,858908,2,-,27.0661436215183,Pf3D7_14_v3,858907,-,15.5668206651334,2,unknown,,1,2,2
Pf3D7_14_v3,876488,876566,79,-,1484.97756312485,Pf3D7_14_v3,876551,-,95.0825504314257,66,unknown,,9,65,57
Pf3D7_14_v3,936321,936323,3,-,38.5663700063529,Pf3D7_14_v3,936321,-,18.9352728887352,3,unknown,,1,2,2
Pf3D7_14_v3,941142,941144,3,-,16.6214726444039,Pf3D7_14_v3,941144,-,11.0934936391728,2,unknown,,1,3,3
Pf3D7_14_v3,988003,988048,46,-,310.822943245758,Pf3D7_14_v3,988037,-,71.6088393522057,15,unknown,,30,45,16
Pf3D7_14_v3,1016741,1016841,101,-,879.467748944322,Pf3D7_14_v3,1016794,-,87.9943852381119,48,unknown,,13,79,67
Pf3D7_14_v3,1238098,1238098,1,-,13.883140149545,Pf3D7_14_v3,1238098,-,13.883140149545,1,unknown,,1,1,1
Pf3D7_14_v3,1247030,1247056,27,-,64.5585821151355,Pf3D7_14_v3,1247035,-,21.832562214955,9,unknown,,5,26,22
Pf3D7_14_v3,1366802,1366804,3,-,38.8891382510232,Pf3D7_14_v3,1366803,-,16.6501603667538,3,unknown,,1,3,3
Pf3D7_14_v3,1369925,1369971,47,-,94.3012908170028,Pf3D7_14_v3,1369969,-,31.2556441653654,10,unknown,,19,46,28
Pf3D7_14_v3,1457594,1457597,4,-,70.8854100671015,Pf3D7_14_v3,1457595,-,32.8737687243187,3,unknown,,1,4,4
Pf3D7_14_v3,1481722,1481771,50,-,225.792651346967,Pf3D7_14_v3,1481740,-,45.037990588284,16,unknown,,2,27,26
Pf3D7_14_v3,1482746,1482752,7,-,90.19979507169,Pf3D7_14_v3,1482749,-,29.2721135724885,7,unknown,,2,7,6
Pf3D7_14_v3,1533099,1533193,95,-,210.335443267611,Pf3D7_14_v3,1533191,-,37.093800492841,18,unknown,,3,93,91
Pf3D7_14_v3,1577929,1577929,1,-,9.68345999185193,Pf3D7_14_v3,1577929,-,9.68345999185193,1,unknown,,1,1,1
Pf3D7_14_v3,1604814,1604817,4,-,47.5237043980312,Pf3D7_14_v3,1604814,-,14.6749576839384,4,unknown,,1,4,4
Pf3D7_14_v3,1605565,1605574,10,-,90.6819394428881,Pf3D7_14_v3,1605571,-,23.2568123662806,8,unknown,,1,9,9
Pf3D7_14_v3,1606233,1606233,1,-,12.1990085590775,Pf3D7_14_v3,1606233,-,12.1990085590775,1,unknown,,1,1,1
Pf3D7_14_v3,1678436,1678441,6,-,88.7556450853435,Pf3D7_14_v3,1678437,-,38.7265201875595,6,unknown,,1,5,5
Pf3D7_14_v3,1690006,1690010,5,-,67.7146518669721,Pf3D7_14_v3,1690009,-,32.7695887410136,5,unknown,,2,5,4
Pf3D7_14_v3,1690192,1690195,4,-,87.0506487782787,Pf3D7_14_v3,1690193,-,31.1249802030735,4,unknown,,1,3,3
Pf3D7_14_v3,1700805,1700807,3,-,31.6826334352825,Pf3D7_14_v3,1700806,-,12.3369965250098,3,unknown,,1,3,3
Pf3D7_14_v3,1776301,1776307,7,-,118.553745823032,Pf3D7_14_v3,1776304,-,33.8290360031157,7,unknown,,2,6,5
Pf3D7_14_v3,1841487,1841523,37,-,131.639420531778,Pf3D7_14_v3,1841488,-,68.1510287074766,7,unknown,,1,20,20
Pf3D7_14_v3,1889495,1889517,23,-,467.444287740105,Pf3D7_14_v3,1889515,-,210.175193734797,15,unknown,,7,22,16
Pf3D7_14_v3,1929866,1929937,72,-,144.57515471106,Pf3D7_14_v3,1929937,-,55.0685858206874,7,unknown,,1,72,72
Pf3D7_14_v3,1930293,1930362,70,-,555.113698488197,Pf3D7_14_v3,1930295,-,101.787198499233,24,unknown,,3,57,55
Pf3D7_14_v3,1933304,1933399,96,-,382.134634391125,Pf3D7_14_v3,1933326,-,47.0690957526538,34,unknown,,18,92,75
Pf3D7_14_v3,1958531,1958610,80,-,286.503977738865,Pf3D7_14_v3,1958559,-,32.9734151458327,26,unknown,,9,36,28
Pf3D7_14_v3,2014691,2014784,94,-,159.875257062288,Pf3D7_14_v3,2014784,-,33.8397764453383,14,unknown,,52,94,43
Pf3D7_14_v3,2206966,2207031,66,-,117.636928616375,Pf3D7_14_v3,2206967,-,51.9570620303021,6,unknown,,1,66,66
Pf3D7_14_v3,2234221,2234223,3,-,46.195476444567,Pf3D7_14_v3,2234221,-,19.8147674594963,3,unknown,,1,3,3
Pf3D7_14_v3,2237963,2238006,44,-,90.7006849888649,Pf3D7_14_v3,2238003,-,26.9851469219397,6,unknown,,2,44,43
Pf3D7_14_v3,2375442,2375445,4,-,155.768512383509,Pf3D7_14_v3,2375444,-,64.9180009214978,4,unknown,,2,4,3
Pf3D7_14_v3,2390394,2390400,7,-,141.215915807983,Pf3D7_14_v3,2390395,-,31.8564198332933,7,unknown,,1,6,6
Pf3D7_14_v3,2460097,2460168,72,-,1133.78655940323,Pf3D7_14_v3,2460103,-,176.62598317567,33,unknown,,2,66,65
Pf3D7_14_v3,2476587,2476656,70,-,580.814066134635,Pf3D7_14_v3,2476644,-,113.393521364536,29,unknown,,8,59,52
Pf3D7_14_v3,2489764,2489766,3,-,32.8063397623962,Pf3D7_14_v3,2489764,-,14.2575176696504,3,unknown,,1,3,3
Pf3D7_14_v3,2559057,2559144,88,-,1507.10093471333,Pf3D7_14_v3,2559109,-,280.257675954547,25,unknown,,46,87,42
Pf3D7_14_v3,2684017,2684152,136,-,397.189966246867,Pf3D7_14_v3,2684151,-,67.4902866742616,21,unknown,,3,135,133
Pf3D7_14_v3,2684673,2684794,122,-,90.3489100458442,Pf3D7_14_v3,2684794,-,27.0843257497089,5,unknown,,1,122,122
Pf3D7_14_v3,2685009,2685063,55,-,64.6583618551112,Pf3D7_14_v3,2685010,-,27.6186812881475,6,unknown,,1,54,54
Pf3D7_14_v3,2708812,2708817,6,-,135.71720538465,Pf3D7_14_v3,2708812,-,33.2713046396306,6,unknown,,1,5,5
Pf3D7_14_v3,2729376,2729378,3,-,43.8907035357609,Pf3D7_14_v3,2729377,-,27.7111112501756,3,unknown,,1,3,3
Pf3D7_14_v3,2802572,2802634,63,-,81.1706983652731,Pf3D7_14_v3,2802618,-,27.5805694547101,9,unknown,,2,49,48
Pf3D7_14_v3,2825387,2825430,44,-,231.670475918691,Pf3D7_14_v3,2825389,-,78.6641455853897,12,unknown,,2,31,30
Pf3D7_14_v3,2879324,2879326,3,-,135.020102586215,Pf3D7_14_v3,2879325,-,76.9380845423012,3,unknown,,1,3,3
Pf3D7_14_v3,2897682,2897686,5,-,224.600497188764,Pf3D7_14_v3,2897685,-,117.715795188914,5,unknown,,2,4,3
Pf3D7_14_v3,2905346,2905412,67,-,354.861178660286,Pf3D7_14_v3,2905380,-,80.4420373219714,28,unknown,PF3D7_1471100,12,52,41
Pf3D7_03_v3,130301,130306,6,+,41.7667403836352,Pf3D7_03_v3,130305,+,15.2067769109793,6,unknown,,1,6,6
Pf3D7_03_v3,273749,273750,2,+,48.6644825117781,Pf3D7_03_v3,273750,+,36.8170273317535,2,unknown,,1,2,2
Pf3D7_03_v3,296196,296200,5,+,63.2745018702184,Pf3D7_03_v3,296197,+,19.0569797640773,5,unknown,,1,5,5
Pf3D7_03_v3,310491,310558,68,+,2381.37461946205,Pf3D7_03_v3,310491,+,206.223908912221,56,unknown,,2,60,59
Pf3D7_03_v3,313004,313015,12,+,94.6025491266388,Pf3D7_03_v3,313008,+,23.3916818496121,7,unknown,,1,7,7
Pf3D7_03_v3,315513,315520,8,+,114.748793682827,Pf3D7_03_v3,315517,+,28.1381049945142,8,unknown,,2,7,6
Pf3D7_03_v3,315885,315988,104,+,143.652768052713,Pf3D7_03_v3,315987,+,28.3377544487755,12,unknown,,6,104,99
Pf3D7_03_v3,316228,316236,9,+,101.498841268426,Pf3D7_03_v3,316231,+,49.3933339510314,5,unknown,,3,5,3
Pf3D7_03_v3,368570,368574,5,+,679.52682084797,Pf3D7_03_v3,368573,+,213.43859615712,5,unknown,PF3D7_0308400,2,5,4
Pf3D7_03_v3,383421,383431,11,+,138.354795607189,Pf3D7_03_v3,383422,+,62.9217334592871,6,unknown,,1,10,10
Pf3D7_03_v3,534140,534230,91,+,250.281369094563,Pf3D7_03_v3,534140,+,31.4935060423248,28,unknown,,1,58,58
Pf3D7_03_v3,548042,548046,5,+,39.443758262789,Pf3D7_03_v3,548045,+,16.517409297534,4,unknown,,2,5,4
Pf3D7_03_v3,646223,646258,36,+,45.4449124079421,Pf3D7_03_v3,646223,+,18.2359682574681,5,unknown,,1,36,36
Pf3D7_03_v3,646651,646698,48,+,82.3155887758861,Pf3D7_03_v3,646682,+,18.8429058180751,12,unknown,,6,34,29
Pf3D7_03_v3,658154,658160,7,+,66.1422557932655,Pf3D7_03_v3,658155,+,30.8455747878449,5,unknown,,1,7,7
Pf3D7_03_v3,671268,671380,113,+,404.145480499964,Pf3D7_03_v3,671340,+,47.0467802953393,23,unknown,,3,83,81
Pf3D7_03_v3,677330,677445,116,+,902.60780305982,Pf3D7_03_v3,677377,+,76.9635718967019,56,unknown,,6,103,98
Pf3D7_03_v3,681061,681062,2,+,24.8533625528075,Pf3D7_03_v3,681062,+,12.7802437610481,2,unknown,,1,2,2
Pf3D7_03_v3,724708,724886,179,+,663.984067659863,Pf3D7_03_v3,724788,+,49.1336397999423,54,unknown,,32,114,83
Pf3D7_03_v3,806431,806514,84,+,349.519635244466,Pf3D7_03_v3,806432,+,69.0600659070489,20,unknown,,2,53,52
Pf3D7_03_v3,864772,864923,152,+,344.806355639297,Pf3D7_03_v3,864917,+,38.2922335689885,32,unknown,,95,146,52
Pf3D7_03_v3,966466,966565,100,+,359.09184828951,Pf3D7_03_v3,966496,+,49.685423320942,24,unknown,,3,93,91
Pf3D7_03_v3,968913,969001,89,+,331.050515194968,Pf3D7_03_v3,969000,+,50.3386805867837,24,unknown,,3,89,87
Pf3D7_03_v3,969183,969191,9,+,155.473153135383,Pf3D7_03_v3,969184,+,107.635422822437,4,unknown,,2,3,2
Pf3D7_03_v3,983910,983911,2,+,32.0545237564489,Pf3D7_03_v3,983911,+,22.4420778796875,2,unknown,,1,2,2
Pf3D7_03_v3,984214,984219,6,+,65.0961494547819,Pf3D7_03_v3,984216,+,25.8289173235391,6,unknown,,2,5,4
Pf3D7_03_v3,135159,135160,2,-,63.6598151491287,Pf3D7_03_v3,135159,-,44.0206346945492,2,unknown,,1,2,2
Pf3D7_03_v3,135376,135383,8,-,43.2281094940275,Pf3D7_03_v3,135380,-,19.9612488399395,5,unknown,,1,8,8
Pf3D7_03_v3,136040,136138,99,-,138.056629975547,Pf3D7_03_v3,136137,-,18.5917094256461,18,unknown,,3,98,96
Pf3D7_03_v3,136788,136831,44,-,23.7677959038992,Pf3D7_03_v3,136788,-,14.1991492352406,3,unknown,,1,2,2
Pf3D7_03_v3,140586,140605,20,-,54.4582444029117,Pf3D7_03_v3,140602,-,16.7628188135949,6,unknown,,2,20,19
Pf3D7_03_v3,169316,169316,1,-,10.2443791486426,Pf3D7_03_v3,169316,-,10.2443791486426,1,unknown,,1,1,1
Pf3D7_03_v3,273889,273891,3,-,36.1460050815438,Pf3D7_03_v3,273890,-,18.6132692874799,3,unknown,,1,3,3
Pf3D7_03_v3,310657,310662,6,-,139.951902615119,Pf3D7_03_v3,310660,-,41.4467080269858,6,unknown,,1,6,6
Pf3D7_03_v3,310886,310910,25,-,1713.32327486364,Pf3D7_03_v3,310887,-,390.595073142242,17,unknown,,1,9,9
Pf3D7_03_v3,316328,316442,115,-,175.073133577283,Pf3D7_03_v3,316435,-,51.3786940158929,14,unknown,,3,109,107
Pf3D7_03_v3,368679,368770,92,-,727.202248553147,Pf3D7_03_v3,368695,-,216.308680643356,24,unknown,,4,32,29
Pf3D7_03_v3,375152,375160,9,-,42.3208256845398,Pf3D7_03_v3,375158,-,20.2978031535757,5,unknown,,6,8,3
Pf3D7_03_v3,407984,408143,160,-,133.895592771421,Pf3D7_03_v3,408072,-,30.5287256504448,15,unknown,,1,157,157
Pf3D7_03_v3,463304,463307,4,-,66.3005696033762,Pf3D7_03_v3,463306,-,23.7604494581364,4,unknown,,1,4,4
Pf3D7_03_v3,512034,512035,2,-,36.1115588567668,Pf3D7_03_v3,512034,-,31.0802423999279,2,unknown,,1,2,2
Pf3D7_03_v3,534681,534777,97,-,201.297646064464,Pf3D7_03_v3,534719,-,40.2804859452048,19,unknown,,4,64,61
Pf3D7_03_v3,534989,535041,53,-,133.572535358414,Pf3D7_03_v3,535039,-,26.0454147812113,14,unknown,,4,52,49
Pf3D7_03_v3,535225,535228,4,-,114.195335022917,Pf3D7_03_v3,535226,-,41.9038818165951,4,unknown,,1,3,3
Pf3D7_03_v3,658575,658579,5,-,67.9122568690719,Pf3D7_03_v3,658577,-,26.9308341140648,5,unknown,,2,4,3
Pf3D7_03_v3,660047,660139,93,-,153.337668619986,Pf3D7_03_v3,660064,-,19.6637775130812,14,unknown,,2,18,17
Pf3D7_03_v3,677518,677552,35,-,128.277503579176,Pf3D7_03_v3,677519,-,76.5352536955468,4,unknown,,1,34,34
Pf3D7_03_v3,677847,677908,62,-,586.163216779107,Pf3D7_03_v3,677896,-,133.44653688759,19,unknown,,10,51,42
Pf3D7_03_v3,725019,725038,20,-,307.648494375384,Pf3D7_03_v3,725023,-,80.5307019002986,8,unknown,,2,20,19
Pf3D7_03_v3,725495,725577,83,-,314.587283005277,Pf3D7_03_v3,725497,-,65.6183235148071,19,unknown,,3,62,60
Pf3D7_03_v3,788214,788219,6,-,19.7204272099009,Pf3D7_03_v3,788219,-,16.6156926802652,2,unknown,,1,6,6
Pf3D7_03_v3,788514,788542,29,-,142.940114545816,Pf3D7_03_v3,788518,-,34.0647976283515,9,unknown,,2,7,6
Pf3D7_03_v3,806547,806644,98,-,271.350898693845,Pf3D7_03_v3,806580,-,36.2224859497329,23,unknown,,17,92,76
Pf3D7_03_v3,810312,810330,19,-,86.0092585196814,Pf3D7_03_v3,810328,-,20.2341544735511,8,unknown,,14,19,6
Pf3D7_03_v3,815236,815244,9,-,62.6209541286816,Pf3D7_03_v3,815240,-,15.3832516922168,8,unknown,,2,9,8
Pf3D7_03_v3,815615,815658,44,-,181.303174765986,Pf3D7_03_v3,815654,-,36.2624327039385,13,unknown,,2,43,42
Pf3D7_03_v3,817810,817814,5,-,63.7928477511889,Pf3D7_03_v3,817814,-,22.0221782915951,4,unknown,,1,5,5
Pf3D7_03_v3,864962,865049,88,-,264.856033380701,Pf3D7_03_v3,864964,-,60.8976028217745,21,unknown,,2,86,85
Pf3D7_03_v3,865198,865239,42,-,67.2993578239275,Pf3D7_03_v3,865199,-,16.7813518378631,8,unknown,,1,42,42
Pf3D7_03_v3,875887,875889,3,-,41.6858622493823,Pf3D7_03_v3,875889,-,20.866631183426,3,unknown,,1,3,3
Pf3D7_03_v3,929290,929354,65,-,148.212760638459,Pf3D7_03_v3,929336,-,25.854322087717,17,unknown,,38,62,25
Pf3D7_03_v3,969285,969390,106,-,332.006669947097,Pf3D7_03_v3,969386,-,43.6786811605196,24,unknown,,3,104,102
Pf3D7_03_v3,986269,986321,53,-,148.100081022615,Pf3D7_03_v3,986271,-,37.1862548741353,8,unknown,,1,51,51
Pf3D7_07_v3,93735,93740,6,+,52.0144635976693,Pf3D7_07_v3,93739,+,21.3816543917488,5,unknown,,2,6,5
Pf3D7_07_v3,107267,107293,27,+,387.228728975067,Pf3D7_07_v3,107270,+,78.4664610988949,14,unknown,,3,26,24
Pf3D7_07_v3,241811,241821,11,+,25.9596448157806,Pf3D7_07_v3,241811,+,14.4741308840885,4,unknown,,1,3,3
Pf3D7_07_v3,306939,306948,10,+,94.9104615044828,Pf3D7_07_v3,306942,+,24.5139256765381,8,unknown,,3,7,5
Pf3D7_07_v3,308244,308249,6,+,86.4600656562375,Pf3D7_07_v3,308246,+,27.0077801320331,6,unknown,,2,5,4
Pf3D7_07_v3,338349,338397,49,+,178.711241829095,Pf3D7_07_v3,338367,+,29.3433807426028,21,unknown,,15,44,30
Pf3D7_07_v3,400726,400743,18,+,19.6382623843686,Pf3D7_07_v3,400726,+,14.0090119830321,2,unknown,,1,18,18
Pf3D7_07_v3,494274,494282,9,+,87.8987672381814,Pf3D7_07_v3,494278,+,19.9267140393565,9,unknown,,1,8,8
Pf3D7_07_v3,625635,625657,23,+,62.6630597523081,Pf3D7_07_v3,625657,+,19.8181643134962,5,unknown,,1,23,23
Pf3D7_07_v3,716846,716900,55,+,175.94452633683,Pf3D7_07_v3,716885,+,19.9105643946996,21,unknown,,3,49,47
Pf3D7_07_v3,734932,735030,99,+,307.890903425587,Pf3D7_07_v3,734988,+,28.0287236704606,30,unknown,,13,72,60
Pf3D7_07_v3,755119,755190,72,+,374.871537426888,Pf3D7_07_v3,755151,+,26.1308699930551,46,unknown,,14,65,52
Pf3D7_07_v3,766575,766580,6,+,465.809968693222,Pf3D7_07_v3,766576,+,162.375287729493,6,unknown,,1,5,5
Pf3D7_07_v3,861164,861241,78,+,200.874101509053,Pf3D7_07_v3,861220,+,45.1726415936862,18,unknown,,2,72,71
Pf3D7_07_v3,931911,931940,30,+,97.2333124978622,Pf3D7_07_v3,931939,+,27.8140112628504,7,unknown,,1,30,30
Pf3D7_07_v3,932096,932156,61,+,263.6156162451,Pf3D7_07_v3,932096,+,56.2627569862754,15,unknown,,1,53,53
Pf3D7_07_v3,983450,983451,2,+,75.8080166505811,Pf3D7_07_v3,983451,+,42.7309375987356,2,unknown,,1,2,2
Pf3D7_07_v3,1032858,1032861,4,+,51.332388895794,Pf3D7_07_v3,1032860,+,23.6586780673085,4,unknown,,2,4,3
Pf3D7_07_v3,1078890,1079005,116,+,419.344179954715,Pf3D7_07_v3,1078998,+,40.962104705823,46,unknown,,11,114,104
Pf3D7_07_v3,1083880,1084233,354,+,255.383564552404,Pf3D7_07_v3,1083923,+,19.3492376915038,48,unknown,PF3D7_0725600,44,309,266
Pf3D7_07_v3,1084422,1084516,95,+,1609.37729488704,Pf3D7_07_v3,1084488,+,70.7562911754906,66,unknown,PF3D7_0725600,13,86,74
Pf3D7_07_v3,1084842,1085290,449,+,137.562253595017,Pf3D7_07_v3,1085132,+,20.7554484305632,38,unknown,PF3D7_0725600,14,364,351
Pf3D7_07_v3,1085404,1085690,287,+,1610.3865014843,Pf3D7_07_v3,1085461,+,55.996842240553,143,unknown,PF3D7_0725600,32,206,175
Pf3D7_07_v3,1086366,1086373,8,+,41.4482101195277,Pf3D7_07_v3,1086370,+,12.6638963738341,8,unknown,PF3D7_0725800;PF3D7_0725900,2,7,6
Pf3D7_07_v3,1086656,1087381,726,+,23029.380647373,Pf3D7_07_v3,1086782,+,736.765365039696,409,unknown,PF3D7_0726000,21,689,669
Pf3D7_07_v3,1087664,1087771,108,+,1515.74521902973,Pf3D7_07_v3,1087703,+,56.0089306690613,89,unknown,PF3D7_0726000,10,95,86
Pf3D7_07_v3,1088143,1088269,127,+,4011.95514620005,Pf3D7_07_v3,1088169,+,143.381031489689,123,unknown,PF3D7_0726000,21,119,99
Pf3D7_07_v3,1088539,1088618,80,+,919.128837609407,Pf3D7_07_v3,1088556,+,104.232789607709,31,unknown,PF3D7_0726000,4,74,71
Pf3D7_07_v3,1090058,1090126,69,+,771.706526851861,Pf3D7_07_v3,1090087,+,34.0020410530426,60,unknown,PF3D7_0726000,11,66,56
Pf3D7_07_v3,1191157,1191159,3,+,58.175609533015,Pf3D7_07_v3,1191158,+,23.2562057825789,3,unknown,,1,3,3
Pf3D7_07_v3,1320960,1321031,72,+,59.5243819484053,Pf3D7_07_v3,1320978,+,11.4746609167685,10,unknown,,1,63,63
Pf3D7_07_v3,88208,88243,36,-,51.1938950344455,Pf3D7_07_v3,88208,-,23.3420410226132,4,unknown,,1,35,35
Pf3D7_07_v3,107382,107471,90,-,345.307785839225,Pf3D7_07_v3,107383,-,55.5505873895852,31,unknown,,2,34,33
Pf3D7_07_v3,216500,216503,4,-,42.2010339206085,Pf3D7_07_v3,216500,-,14.9594854490048,4,unknown,PF3D7_0704600,1,4,4
Pf3D7_07_v3,287139,287140,2,-,46.0880156625485,Pf3D7_07_v3,287140,-,23.2176819776463,2,unknown,,1,2,2
Pf3D7_07_v3,338495,338502,8,-,146.812576330604,Pf3D7_07_v3,338498,-,45.4948647267242,7,unknown,,1,5,5
Pf3D7_07_v3,339851,340078,228,-,140.872686568505,Pf3D7_07_v3,339866,-,16.4798927335492,28,unknown,,14,184,171
Pf3D7_07_v3,340728,340808,81,-,94.4730753809821,Pf3D7_07_v3,340729,-,23.8305620482331,11,unknown,,1,80,80
Pf3D7_07_v3,381151,381275,125,-,220.681301186296,Pf3D7_07_v3,381274,-,38.4190732347016,17,unknown,,4,125,122
Pf3D7_07_v3,383466,383468,3,-,13.2009664836753,Pf3D7_07_v3,383467,-,7.26760079485675,3,unknown,,1,3,3
Pf3D7_07_v3,717041,717047,7,-,157.415068710025,Pf3D7_07_v3,717043,-,50.1983577550064,7,unknown,,2,6,5
Pf3D7_07_v3,722117,722118,2,-,18.5817209428583,Pf3D7_07_v3,722118,-,14.0555359795444,2,unknown,,1,2,2
Pf3D7_07_v3,735083,735128,46,-,266.233449734516,Pf3D7_07_v3,735127,-,103.722107092179,12,unknown,,6,45,40
Pf3D7_07_v3,755283,755319,37,-,250.266962832805,Pf3D7_07_v3,755318,-,130.900225382825,10,unknown,,30,37,8
Pf3D7_07_v3,766699,766729,31,-,490.817316473998,Pf3D7_07_v3,766700,-,84.9498116722181,23,unknown,,2,26,25
Pf3D7_07_v3,861352,861355,4,-,165.942115140378,Pf3D7_07_v3,861354,-,96.4479165289787,4,unknown,,2,3,2
Pf3D7_07_v3,926757,926760,4,-,30.9768077439471,Pf3D7_07_v3,926757,-,28.1378963825,2,unknown,,1,1,1
Pf3D7_07_v3,932679,932751,73,-,3083.99888395211,Pf3D7_07_v3,932705,-,366.443968841543,67,unknown,,10,63,54
Pf3D7_07_v3,954525,954566,42,-,66.8548557722986,Pf3D7_07_v3,954526,-,22.3360230385304,6,unknown,,1,41,41
Pf3D7_07_v3,983576,983590,15,-,73.089349417038,Pf3D7_07_v3,983577,-,37.8297938129059,5,unknown,,1,7,7
Pf3D7_07_v3,1078866,1078908,43,-,52.539538454508,Pf3D7_07_v3,1078869,-,14.0062877747664,7,unknown,,1,42,42
Pf3D7_07_v3,1079064,1079071,8,-,58.8492594771008,Pf3D7_07_v3,1079064,-,30.0606306109323,5,unknown,,1,5,5
Pf3D7_07_v3,1079410,1079444,35,-,89.2392023984626,Pf3D7_07_v3,1079443,-,23.0813205501828,10,unknown,,1,35,35
Pf3D7_07_v3,1079675,1079697,23,-,210.774773941689,Pf3D7_07_v3,1079696,-,113.278448797663,8,unknown,,2,23,22
Pf3D7_07_v3,1080044,1080046,3,-,55.163593674505,Pf3D7_07_v3,1080044,-,33.2918409896646,3,unknown,,1,3,3
Pf3D7_07_v3,1084122,1084510,389,-,232.710938420652,Pf3D7_07_v3,1084322,-,24.9433772017964,38,unknown,,31,321,291
Pf3D7_07_v3,1084621,1084777,157,-,1083.60562889303,Pf3D7_07_v3,1084622,-,270.078839874468,25,unknown,,2,86,85
Pf3D7_07_v3,1085427,1085428,2,-,12.3418665115045,Pf3D7_07_v3,1085427,-,10.8794640015641,2,unknown,,1,2,2
Pf3D7_07_v3,1085593,1085690,98,-,903.661190853293,Pf3D7_07_v3,1085627,-,164.452417206237,39,unknown,,2,94,93
Pf3D7_07_v3,1085801,1085816,16,-,166.426715734363,Pf3D7_07_v3,1085802,-,30.3982812274027,12,unknown,,1,16,16
Pf3D7_07_v3,1086803,1087033,231,-,13648.8115760949,Pf3D7_07_v3,1086916,-,961.918771738474,142,unknown,,3,229,227
Pf3D7_07_v3,1087173,1087565,393,-,3283.67539446753,Pf3D7_07_v3,1087477,-,409.541444666263,98,unknown,,160,326,167
Pf3D7_07_v3,1087712,1087933,222,-,1381.83483842232,Pf3D7_07_v3,1087875,-,117.755665681102,75,unknown,,99,215,117
Pf3D7_07_v3,1088304,1088399,96,-,3027.9644207243,Pf3D7_07_v3,1088399,-,275.40758355912,59,unknown,,2,95,94
Pf3D7_07_v3,1088677,1088864,188,-,772.284608527926,Pf3D7_07_v3,1088737,-,57.4541979221287,48,unknown,,32,113,82
Pf3D7_07_v3,1089449,1089800,352,-,131.22717694682,Pf3D7_07_v3,1089610,-,20.6247502469542,20,unknown,,1,297,297
Pf3D7_07_v3,1089950,1089950,1,-,39.0686725824227,Pf3D7_07_v3,1089950,-,39.0686725824227,1,unknown,,1,1,1
Pf3D7_07_v3,1090195,1090275,81,-,570.297431955456,Pf3D7_07_v3,1090271,-,102.819429568458,29,unknown,,15,80,66
